id,brand,series,weight,ram,price,graphics,disk,battery,display,processor,max_memory,url,image_url,rating,weight_norm,ram_norm,price_norm,graphics_norm,disk_norm,battery_norm,display_norm,processor_norm,max_memory_norm
46,Lenovo,laptop,2.2,8.0,53490.0,4.0,512.0,7.0,15.6,2.5,16.0,https://amazon.in/Lenovo-IdeaPad-15-6-inch-Windows-81Y4017UIN/dp/B094XF92HG/ref=sr_1_49?keywords=laptop&qid=1656489484&sr=8-49,https://images-eu.ssl-images-amazon.com/images/I/51hpsGSvHRL._SX300_SY300_QL70_ML2_.jpg,4.0 out of 5 stars,1.5405316704955694,1.0551181102362204,1.2160557091336166,1.03125,1.2440944881889764,1.3548387096774197,1.6990825688073392,1.4054054054054053,1.2
47,HP,laptop,1.41,8.0,57890.0,4.0,512.0,4.0,14.015748031496065,4.5,16.0,https://amazon.in/HP-Pavilion-Micro-Edge-Graphics-14-dv1000TU/dp/B09KGQY5BS/ref=sr_1_50?keywords=laptop&qid=1656489484&sr=8-50,https://images-eu.ssl-images-amazon.com/images/I/41Xge2S2PWL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.281260255989498,1.0551181102362204,1.2404312250358709,1.03125,1.2440944881889764,1.1612903225806452,1.481921208850513,1.945945945945946,1.2
48,MSI,9S7-16R612-853,1.86,8.0,62990.0,4.0,512.0,6.9,15.748031496062993,4.5,64.0,https://amazon.in/MSI-i5-11400H-Windows-GTX1650-11SC-853IN/dp/B09YYJ19YQ/ref=sr_1_51?keywords=laptop&qid=1656489484&sr=8-51,https://images-eu.ssl-images-amazon.com/images/I/41dMpj85gfL._SX300_SY300_QL70_ML2_.jpg,3.0 out of 5 stars,1.428946504758779,1.0551181102362204,1.2686846639225746,1.03125,1.2440944881889764,1.3483870967741935,1.719373988127361,1.945945945945946,2.0
49,Lenovo,laptop,1.7,8.0,32990.0,0.0,1024.0,7.0,15.6,4.1,12.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A016494738N1UBNN0M6MM&url=%2FLenovo-IdeaPad-Warranty-Platinum-81WB018YIN%2Fdp%2FB09Q92YBWG%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-50-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars,1.3764358385297013,1.0551181102362204,1.102487964589023,1.0,1.4960629921259845,1.3548387096774197,1.6990825688073392,1.8378378378378373,1.1333333333333333
50,HP,laptop,1.46,8.0,41990.0,0.0,512.0,6.9,14.0,3.7,16.0,https://amazon.in/Micro-Edge-Keyboard-Graphics-Speakers-14S-Dq2606Tu/dp/B09V83L8H9/ref=sr_1_51?keywords=laptop&qid=1656489487&sr=8-51,https://images-eu.ssl-images-amazon.com/images/I/410cDRJZVvL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars,1.2976698391860846,1.0551181102362204,1.1523469743890886,1.0,1.2440944881889764,1.3483870967741935,1.4797625472207232,1.7297297297297298,1.2
51,HP,laptop,2.0,8.0,15999.0,0.0,64.0,6.9,11.6,1.1,4.0,https://amazon.in/Renewed-HP-Stream-11-Pro/dp/B09XJC5MZ3/ref=sr_1_58?keywords=laptop&qid=1656489487&sr=8-58,https://images-eu.ssl-images-amazon.com/images/I/419VYmhd-VL._SY300_SX300_QL70_ML2_.jpg,3.0 out of 5 stars,1.4748933377092222,1.0551181102362204,1.0083596939764776,1.0,1.0236220472440944,1.3483870967741935,1.1507825148407986,1.027027027027027,1.0
52,Lenovo,laptop,1.67,8.0,54500.0,8.0,1024.0,6.9,14.0,2.6,16.0,https://amazon.in/Lenovo-E495-Anti-Glare-Processor-Bluetooth/dp/B0821DCCDJ/ref=sr_1_62?keywords=laptop&qid=1656489487&sr=8-62,https://m.media-amazon.com/images/I/41JB3rU+f7L._SY300_SX300_.jpg,5.0 out of 5 stars,1.3665900886117492,1.0551181102362204,1.2216509980111794,1.0625,1.4960629921259845,1.3483870967741935,1.4797625472207232,1.4324324324324325,1.2
53,Lenovo,laptop,1.41,8.0,40490.0,0.0,512.0,7.5,14.0,4.1,12.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0164547NTC2WO0KFOTC&url=%2FLenovo-IdeaPad-Windows-Warranty-82H701DMIN%2Fdp%2FB09Y5VD8N7%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-70-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/51No3qYfAYL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.281260255989498,1.0551181102362204,1.1440371394224111,1.0,1.2440944881889764,1.3870967741935485,1.4797625472207232,1.8378378378378373,1.1333333333333333
54,Lenovo,laptop,1.65,8.0,38480.0,0.0,512.0,6.0,15.6,3.0,12.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01647353NEETOWYOLQZF&qualifier=1656489490&id=872359012157821&widgetName=sp_atf_next&url=%2FLenovo-IdeaPad-Windows-Warranty-82H802FJIN%2Fdp%2FB09Q5QLHSQ%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489490%26sr%3D8-65-spons%26psc%3D1,https://images-eu.ssl-images-amazon.com/images/I/51tbcILVglL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.3600262553331146,1.0551181102362204,1.1329019605670632,1.0,1.2440944881889764,1.2903225806451613,1.6990825688073392,1.5405405405405403,1.1333333333333333
55,Acer,laptop,1.9,4.0,27990.0,0.0,256.0,6.0,15.6,3.1,8.0,https://amazon.in/Acer-Extensa-Processor-Business-EX215-31/dp/B09LLQ1WL2/ref=sr_1_67?keywords=laptop&qid=1656489490&sr=8-67,https://m.media-amazon.com/images/I/41x+tsdSpzL._SY300_SX300_.jpg,1.2 out of 5 stars,1.4420741713160483,1.0236220472440944,1.074788514700098,1.0,1.1181102362204725,1.2903225806451613,1.6990825688073392,1.5675675675675675,1.0666666666666669
56,Dell,laptop,1.8,8.0,39490.0,0.0,256.0,4.0,15.6,2.6,16.0,https://amazon.in/Dell-Inspiron-3515-39-62Cms-D560707WIN9S/dp/B09NLQM2QV/ref=sr_1_68?keywords=laptop&qid=1656489490&sr=8-68,https://images-eu.ssl-images-amazon.com/images/I/41yOg1ZhbuL._SX300_SY300_QL70_ML2_.jpg,3.7 out of 5 stars,1.409255004922875,1.0551181102362204,1.138497249444626,1.0,1.1181102362204725,1.1612903225806452,1.6990825688073392,1.4324324324324325,1.2
57,Acer,laptop,1.9,4.0,24990.0,4.0,256.0,8.0,14.0,1.2,12.0,https://amazon.in/Acer-Aspire-Processor-Windows-A314-22/dp/B09STC528R/ref=sr_1_69?keywords=laptop&qid=1656489490&sr=8-69,https://images-eu.ssl-images-amazon.com/images/I/41TqYg8R2cL._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars,1.4420741713160483,1.0236220472440944,1.058168844766743,1.03125,1.1181102362204725,1.4193548387096775,1.4797625472207232,1.054054054054054,1.1333333333333333
58,Dell,laptop,1.8,8.0,49650.0,0.0,512.0,4.0,15.6,2.1,16.0,https://amazon.in/Dell-Office21-Graphics-3515-D560704WIN9S/dp/B09NLSTF5Z/ref=sr_1_70?keywords=laptop&qid=1656489490&sr=8-70,https://images-eu.ssl-images-amazon.com/images/I/41aRp1wfzAL._SX300_SY300_QL70_ML2_.jpg,4.0 out of 5 stars,1.409255004922875,1.0551181102362204,1.194782531618922,1.0,1.2440944881889764,1.1612903225806452,1.6990825688073392,1.2972972972972974,1.2
59,HP,laptop,1.46,8.0,31849.0,0.0,256.0,4.0,15.6,3.3,8.0,https://amazon.in/14S-Intel-Micro-Edge-Graphics-Speakers-Dq3033Tu/dp/B09S9PL2BS/ref=sr_1_71?keywords=laptop&qid=1656489490&sr=8-71,https://images-eu.ssl-images-amazon.com/images/I/514Ulgbj9iL._SX300_SY300_QL70_ML2_.jpg,3.4 out of 5 stars,1.2976698391860846,1.0551181102362204,1.0961669501243705,1.0,1.1181102362204725,1.1612903225806452,1.6990825688073392,1.6216216216216215,1.0666666666666669
60,HP,14s-dr2016tu,1.69,8.0,56100.0,0.0,512.0,6.9,14.0,4.2,16.0,https://amazon.in/HP-Processor-Windows-Graphics-14s-dr2016tu/dp/B092MS22P1/ref=sr_1_72?keywords=laptop&qid=1656489490&sr=8-72,https://images-eu.ssl-images-amazon.com/images/I/41ewlc1t3OL._SY300_SX300_QL70_ML2_.jpg,4.2 out of 5 stars,1.373153921890384,1.0551181102362204,1.2305148219756354,1.0,1.2440944881889764,1.3483870967741935,1.4797625472207232,1.864864864864865,1.2
61,Lenovo,laptop,1.2,4.0,27999.0,0.0,512.0,7.0,11.6,1.1,4.0,https://amazon.in/Lenovo-IdeaPad-Celeron-Platinum-81VT0071IN/dp/B09G9ZPV38/ref=sr_1_73?keywords=laptop&qid=1656489490&sr=8-73,https://m.media-amazon.com/images/I/41F52ef+pdL._SX300_SY300_.jpg,4.0 out of 5 stars,1.2123400065638332,1.0236220472440944,1.074838373709898,1.0,1.2440944881889764,1.3548387096774197,1.1507825148407986,1.027027027027027,1.0
62,Lenovo,laptop,1.75,8.0,24999.0,0.0,256.0,1.5,14.0,2.3,8.0,https://amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3JDJ8CF/ref=sr_1_74?keywords=laptop&qid=1656489490&sr=8-74,https://images-eu.ssl-images-amazon.com/images/I/51rJ27NQqAL._SX300_SY300_QL70_ML2_.jpg,3.0 out of 5 stars,1.3928454217262882,1.0551181102362204,1.058218703776543,1.0,1.1181102362204725,1.0,1.4797625472207232,1.351351351351351,1.0666666666666669
63,Dell,laptop,3.6,4.0,21999.0,0.0,250.0,1.5,14.0,3.3,8.0,https://amazon.in/REFURBISHED-Dell-E6420-Discontinued-Manufacturer/dp/B07HR5Z6Y1/ref=sr_1_77?keywords=laptop&qid=1656489490&sr=8-77,https://images-eu.ssl-images-amazon.com/images/I/41rlyvlYflL._SX300_SY300_QL70_ML2_.jpg,3.0 out of 5 stars,2.0,1.0236220472440944,1.041599033843188,1.0,1.1151574803149606,1.0,1.4797625472207232,1.6216216216216215,1.0666666666666669
64,HP,laptop,1.75,16.0,67000.0,0.0,512.0,4.0,15.6,4.2,16.0,https://amazon.in/HP-Pavilion-Anti-Glare-Fingerprint-15-eh1108AU/dp/B09HV3WT9J/ref=sr_1_78?keywords=laptop&qid=1656489490&sr=8-78,https://images-eu.ssl-images-amazon.com/images/I/41R2RA5Pq7L._SX300_SY300_QL70_ML2_.jpg,4.5 out of 5 stars,1.3928454217262882,1.1181102362204725,1.2908996227334926,1.0,1.2440944881889764,1.1612903225806452,1.6990825688073392,1.864864864864865,1.2
65,HP,laptop,1.75,8.0,55490.0,4.0,512.0,6.9,15.6,4.3,16.0,https://amazon.in/Pavilion-5-5625U-Micro-Edge-Graphics-15-Eh2018Au/dp/B09V1F51SF/ref=sr_1_79?keywords=laptop&qid=1656489490&sr=8-79,https://images-eu.ssl-images-amazon.com/images/I/41KWqUTiKLL._SX300_SY300_QL70_ML2_.jpg,4.4 out of 5 stars,1.3928454217262882,1.0551181102362204,1.2271354890891866,1.03125,1.2440944881889764,1.3483870967741935,1.6990825688073392,1.891891891891892,1.2
66,Dell,laptop,1.46,8.0,57400.0,0.0,512.0,4.0,14.0,1.4,32.0,https://amazon.in/Dell-Inspiron-Keyboard-Platinum-C782502WIN8/dp/B09HS91B1V/ref=sr_1_80?keywords=laptop&qid=1656489490&sr=8-80,https://images-eu.ssl-images-amazon.com/images/I/41PwNDrejdL._SY300_SX300_QL70_ML2_.jpg,4.3 out of 5 stars,1.2976698391860846,1.0551181102362204,1.2377166789467562,1.0,1.2440944881889764,1.1612903225806452,1.4797625472207232,1.108108108108108,1.4666666666666668
67,Lenovo,laptop,1.65,8.0,38850.0,0.0,512.0,7.5,15.6,3.0,12.0,https://amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H801FKIN/dp/B09C5XN8X7/ref=sr_1_81?keywords=laptop&qid=1656489490&sr=8-81,https://images-eu.ssl-images-amazon.com/images/I/51tbcILVglL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars,1.3600262553331146,1.0551181102362204,1.1349517198588437,1.0,1.2440944881889764,1.3870967741935485,1.6990825688073392,1.5405405405405403,1.1333333333333333
68,ASUS,X415KA-BV121WS,1.5,8.0,31490.0,8.0,256.0,6.9,15.984251968503935,3.3,8.0,https://amazon.in/ASUS-VivoBook-Integrated-Graphics-X415KA-BV121WS/dp/B09RQL2S5F/ref=sr_1_82?keywords=laptop&qid=1656489490&sr=8-82,https://images-eu.ssl-images-amazon.com/images/I/41DHBo5r6hL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.310797505743354,1.0551181102362204,1.0941781296223456,1.0625,1.1181102362204725,1.3483870967741935,1.7517539125742037,1.6216216216216215,1.0666666666666669
69,Dell,laptop,2.0,4.0,23044.0,0.0,500.0,6.9,13.3,2.9,4.0,https://amazon.in/Renewed-Dell-Latitude-Hybrid-Laptop/dp/B09YS4FYQ6/ref=sr_1_83?keywords=laptop&qid=1656489490&sr=8-83,https://images-eu.ssl-images-amazon.com/images/I/41v5opYG0PL._SX300_SY300_QL70_ML2_.jpg,5.0 out of 5 stars,1.4748933377092222,1.0236220472440944,1.0473882188699732,1.0,1.2381889763779528,1.3483870967741935,1.3838100377765783,1.5135135135135136,1.0
70,HP,14-dv1002TU,1.41,16.0,66150.0,0.0,512.0,6.9,14.015748031496065,4.5,16.0,https://amazon.in/HP-Pavilion-Micro-Edge-Anti-Glare-14-dv1002TU/dp/B09KGNKHN8/ref=sr_1_84?keywords=laptop&qid=1656489490&sr=8-84,https://images-eu.ssl-images-amazon.com/images/I/51sAgKGhE5S._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars,1.281260255989498,1.1181102362204725,1.2861907162523751,1.0,1.2440944881889764,1.3483870967741935,1.481921208850513,1.945945945945946,1.2
71,Lenovo,laptop,1.69,8.0,57990.0,0.0,512.0,6.9,14.0,2.1,24.0,https://amazon.in/Lenovo-ThinkPad-Windows-Graphics-20Y7S07600/dp/B0B2DJ1RQ5/ref=sr_1_84?keywords=laptop&qid=1656489493&sr=8-84,https://images-eu.ssl-images-amazon.com/images/I/41of8y7sdiL._SY300_SX300_QL70_ML2_.jpg,4.3 out of 5 stars,1.373153921890384,1.0551181102362204,1.2409852140336493,1.0,1.2440944881889764,1.3483870967741935,1.4797625472207232,1.2972972972972974,1.3333333333333333
72,Lenovo,laptop,1.4,4.0,22990.0,0.0,64.0,10.0,14.0,2.8,4.0,https://amazon.in/Lenovo-IdeaPad-Chromebook-Platinum-82C1002EHA/dp/B09LVP7KZG/ref=sr_1_85?keywords=laptop&qid=1656489493&sr=8-85,https://images-eu.ssl-images-amazon.com/images/I/510BwnJrICL._SY300_SX300_QL70_ML2_.jpg,3.1 out of 5 stars,1.2779783393501805,1.0236220472440944,1.0470890648111728,1.0,1.0236220472440944,1.5483870967741935,1.4797625472207232,1.4864864864864864,1.0
73,ASUS,X415JA-EK701WS,1.6,16.0,55499.0,0.0,512.0,6.9,15.984251968503935,3.9,16.0,https://amazon.in/ASUS-VivoBook-i7-1065G7-Integrated-X415JA-EK701WS/dp/B09LJ4VLHH/ref=sr_1_86?keywords=laptop&qid=1656489493&sr=8-86,https://images-eu.ssl-images-amazon.com/images/I/41DHBo5r6hL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars,1.3436166721365277,1.1181102362204725,1.2271853480989867,1.0,1.2440944881889764,1.3483870967741935,1.7517539125742037,1.7837837837837838,1.2
74,Dell,laptop,1.8,8.0,43990.0,0.0,512.0,6.9,15.6,2.1,32.0,https://amazon.in/Dell-Inspiron-Graphics-39-62Cms-D560790Win9Be/dp/B09TNY95RK/ref=sr_1_87?keywords=laptop&qid=1656489493&sr=8-87,https://images-eu.ssl-images-amazon.com/images/I/41wRc3Qcm9L._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars,1.409255004922875,1.0551181102362204,1.1634267543446588,1.0,1.2440944881889764,1.3483870967741935,1.6990825688073392,1.2972972972972974,1.4666666666666668
75,AVITA,laptop,1.3,4.0,21749.0,4.0,128.0,8.0,14.1,2.8,4.0,https://amazon.in/AVITA-SATUS-S111-NU14A1INC43PN-MB-35-81cms/dp/B09V73PJB8/ref=sr_1_88?keywords=laptop&qid=1656489493&sr=8-88,https://images-eu.ssl-images-amazon.com/images/I/41ag3BjQ0AL._SX300_SY300_QL70_ML2_.jpg,3.7 out of 5 stars,1.2451591729570068,1.0236220472440944,1.0402140613487416,1.03125,1.0551181102362204,1.4193548387096775,1.4934700485698866,1.4864864864864864,1.0
76,Lenovo,laptop,1.7,8.0,35000.0,0.0,1024.0,9.0,15.6,4.1,12.0,https://amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WB01BCIN/dp/B09MKMT64V/ref=sr_1_89?keywords=laptop&qid=1656489493&sr=8-89,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars,1.3764358385297013,1.0551181102362204,1.113623143444371,1.0,1.4960629921259845,1.4838709677419355,1.6990825688073392,1.8378378378378373,1.1333333333333333
77,ASUS,laptop,1.7,8.0,57990.0,0.0,512.0,8.0,17.79527559055118,4.4,24.0,https://amazon.in/ASUS-Vivobook-Intel-Core-i5-1240P-Graphics-X1502ZA-EJ502WS/dp/B09YHCP9D4/ref=sr_1_90?keywords=laptop&qid=1656489493&sr=8-90,https://images-eu.ssl-images-amazon.com/images/I/41XpzEWOBfL._SX300_SY300_QL70_ML2_.jpg,4.5 out of 5 stars,1.3764358385297013,1.0551181102362204,1.2409852140336493,1.0,1.2440944881889764,1.4193548387096775,2.0,1.9189189189189189,1.3333333333333333
78,Lenovo,laptop,1.5,8.0,35490.0,0.0,256.0,8.5,15.984251968503935,4.1,12.0,https://amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X700CWIN/dp/B09MM5TSJ7/ref=sr_1_93?keywords=laptop&qid=1656489493&sr=8-93,https://images-eu.ssl-images-amazon.com/images/I/41NvMZxjbKL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars,1.310797505743354,1.0551181102362204,1.1163376895334858,1.0,1.1181102362204725,1.4516129032258065,1.7517539125742037,1.8378378378378373,1.1333333333333333
79,Lenovo,81WB014SIN,1.7,8.0,47490.0,0.0,512.0,6.9,15.6,4.2,12.0,https://amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WB014SIN/dp/B09XGZK53H/ref=sr_1_94?keywords=laptop&qid=1656489493&sr=8-94,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.3764358385297013,1.0551181102362204,1.1828163692669065,1.0,1.2440944881889764,1.3483870967741935,1.6990825688073392,1.864864864864865,1.1333333333333333
80,Lenovo,81WB018EIN,1.7,8.0,35700.0,0.0,256.0,6.9,15.6,4.1,12.0,https://amazon.in/Lenovo-IdeaPad-Graphics-Platinum-81WB018EIN/dp/B09M41LYSC/ref=sr_1_95?keywords=laptop&qid=1656489493&sr=8-95,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars,1.3764358385297013,1.0551181102362204,1.1175010664288207,1.0,1.1181102362204725,1.3483870967741935,1.6990825688073392,1.8378378378378373,1.1333333333333333
81,HP,laptop,1.52,16.0,84990.0,0.0,512.0,6.9,14.0,1.3,16.0,https://amazon.in/Pavilion-Multitouch-Windows-Graphics-14-Dy1047Tu/dp/B09VQ21TW4/ref=sr_1_96?keywords=laptop&qid=1656489493&sr=8-96,https://images-eu.ssl-images-amazon.com/images/I/41bGmMz-crL._SX300_SY300_QL70_ML2_.jpg,3.9 out of 5 stars,1.3173613390219887,1.1181102362204725,1.3905622434338454,1.0,1.2440944881889764,1.3483870967741935,1.4797625472207232,1.0810810810810811,1.2
82,Lenovo,laptop,1.65,8.0,52010.0,0.0,512.0,5.5,15.6,4.2,16.0,https://amazon.in/Lenovo-IdeaPad-Keyboard-Warranty-82H801L6IN/dp/B09TK776Y9/ref=sr_1_97?keywords=laptop&qid=1656489493&sr=8-97,https://images-eu.ssl-images-amazon.com/images/I/51tbcILVglL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.3600262553331146,1.0551181102362204,1.2078566719664947,1.0,1.2440944881889764,1.2580645161290325,1.6990825688073392,1.864864864864865,1.2
83,HP,laptop,1.69,8.0,57390.0,0.0,512.0,6.9,15.6,4.4,16.0,https://amazon.in/HP-IntelCore-Anti-Glare-Micro-Edge-15s-fq5009TU/dp/B0B1M9V5KT/ref=sr_1_98?keywords=laptop&qid=1656489493&sr=8-98,https://images-eu.ssl-images-amazon.com/images/I/41Au3nhV4DL._SX300_SY300_QL70_ML2_.jpg,5.0 out of 5 stars,1.373153921890384,1.0551181102362204,1.2376612800469782,1.0,1.2440944881889764,1.3483870967741935,1.6990825688073392,1.9189189189189189,1.2
84,ASUS,laptop,1.6,4.0,29980.0,0.0,1024.0,4.0,14.1,2.1,20.0,https://amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EK617T/dp/B09C8RD7BM/ref=sr_1_100?keywords=laptop&qid=1656489493&sr=8-100,https://images-eu.ssl-images-amazon.com/images/I/41cUaE8pAzL._SX300_SY300_QL70_ML2_.jpg,3.0 out of 5 stars,1.3436166721365277,1.0236220472440944,1.0858128957558904,1.0,1.4960629921259845,1.1612903225806452,1.4934700485698866,1.2972972972972974,1.2666666666666666
85,HP,laptop,1.7,8.0,49999.0,16.0,32.0,6.9,15.6,4.5,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A06032011H25AVS0V1DHQ&url=%2FMicro-Edge-Display-Graphics-Speakers-Fq4022Tu%2Fdp%2FB09SB75LYS%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489495%26sr%3D8-97-spons%26psc%3D1&qualifier=1656489495&id=2961859091220469&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/51cFZR0VpkL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.3764358385297013,1.0551181102362204,1.196715953221169,1.125,1.0078740157480317,1.3483870967741935,1.6990825688073392,1.945945945945946,1.2
86,ASUS,laptop,1.6,8.0,34118.0,8.0,256.0,6.0,15.984251968503935,3.4,12.0,https://amazon.in/ASUS-VivoBook-i3-1005G1-Integrated-X415JA-BV311WS/dp/B09RQKJXNW/ref=sr_1_100?keywords=laptop&qid=1656489495&sr=8-100,https://images-eu.ssl-images-amazon.com/images/I/41H42FebSmL._SX300_SY300_QL70_ML2_.jpg,4.7 out of 5 stars,1.3436166721365277,1.0551181102362204,1.1087369604839648,1.0625,1.1181102362204725,1.2903225806451613,1.7517539125742037,1.648648648648649,1.1333333333333333
87,ASUS,FA506IHRB-HN079W,2.3,8.0,59990.0,8.0,512.0,6.9,17.79527559055118,4.0,32.0,https://amazon.in/ASUS-15-6-inch-GeForce-GTX-Windows-FA506IHRB-HN079W/dp/B09ZXPNJYQ/ref=sr_1_101?keywords=laptop&qid=1656489495&sr=8-101,https://images-eu.ssl-images-amazon.com/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,2.9 out of 5 stars,1.573350836888743,1.0551181102362204,1.2520649939892194,1.0625,1.2440944881889764,1.3483870967741935,2.0,1.8108108108108107,1.4666666666666668
88,Lenovo,laptop,2.3,8.0,60889.0,4.0,1024.0,6.8,15.6,3.0,16.0,https://amazon.in/Lenovo-Windows-Graphics-Phantom-82B500BHIN/dp/B08GG8WCW7/ref=sr_1_102?keywords=laptop&qid=1656489495&sr=8-102,https://images-eu.ssl-images-amazon.com/images/I/5174QzS5xDL._SX300_SY300_QL70_ML2_.jpg,4.5 out of 5 stars,1.573350836888743,1.0551181102362204,1.2570453550792482,1.03125,1.4960629921259845,1.3419354838709676,1.6990825688073392,1.5405405405405403,1.2
89,ASUS,X415EA-EB572TS,1.6,8.0,48890.0,0.0,1024.0,6.9,15.984251968503935,4.2,12.0,https://amazon.in/ASUS-VivoBook-i5-1135G7-Integrated-X415EA-EB572TS/dp/B09BF65Z1V/ref=sr_1_103?keywords=laptop&qid=1656489495&sr=8-103,https://images-eu.ssl-images-amazon.com/images/I/41DHBo5r6hL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars,1.3436166721365277,1.0551181102362204,1.1905722152358054,1.0,1.4960629921259845,1.3483870967741935,1.7517539125742037,1.864864864864865,1.1333333333333333
90,HP,laptop,1.75,8.0,54999.0,4.0,512.0,6.0,15.6,4.0,16.0,https://amazon.in/HP-Pavilion-Micro-Edge-Anti-Glare-15-eh1101AU/dp/B09DGCZXQB/ref=sr_1_104?keywords=laptop&qid=1656489495&smid=A2JRT5V3UPLILP&sr=8-104,https://images-eu.ssl-images-amazon.com/images/I/41q8qusoglL._SX300_SY300_QL70_ML2_.jpg,4.4 out of 5 stars,1.3928454217262882,1.0551181102362204,1.2244154031100942,1.03125,1.2440944881889764,1.2903225806451613,1.6990825688073392,1.8108108108108107,1.2
91,MSI,Modern 14 B10MW-639IN,1.3,8.0,43990.0,0.0,512.0,6.9,14.0,4.2,32.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A08278461IPNMSCOQHVPG&url=%2FMSI-Modern-14-i5-10210U-B10MW-639IN%2Fdp%2FB09NDTFY68%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489495%26sr%3D8-108-spons%26psc%3D1&qualifier=1656489495&id=2961859091220469&widgetName=sp_mtf,https://images-eu.ssl-images-amazon.com/images/I/31N278RUfxL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars,1.2451591729570068,1.0551181102362204,1.1634267543446588,1.0,1.2440944881889764,1.3483870967741935,1.4797625472207232,1.864864864864865,1.4666666666666668
92,HP,laptop,1.05,4.0,21490.0,0.0,64.0,4.0,11.6,2.0,4.0,https://amazon.in/HP-Chromebook-MediaTek-Touchscreen-11a-na0006MU/dp/B09GKP26SV/ref=sr_1_110?keywords=laptop&qid=1656489495&sr=8-110,https://images-eu.ssl-images-amazon.com/images/I/41S6EU3gkpL._SX300_SY300_QL70_ML2_.jpg,3.7 out of 5 stars,1.163111256974073,1.0236220472440944,1.0387792298444951,1.0,1.0236220472440944,1.1612903225806452,1.1507825148407986,1.2702702702702702,1.0
93,Dell,laptop,1.8,8.0,41300.0,0.0,512.0,6.9,15.0,1.2,32.0,https://amazon.in/Dell-i3-1005G1-Office21-39-62Cms-ICC-D585017WIN8/dp/B09VH22CPB/ref=sr_1_111?keywords=laptop&qid=1656489495&sr=8-111,https://images-eu.ssl-images-amazon.com/images/I/418k5GE06KL._SX300_SY300_QL70_ML2_.jpg,5.0 out of 5 stars,1.409255004922875,1.0551181102362204,1.148524450304417,1.0,1.2440944881889764,1.3483870967741935,1.6168375607123582,1.054054054054054,1.4666666666666668
