,image_url,Brand,Manufacturer,Model Year,Product Dimensions,Batteries,Memory Storage Capacity,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Tuner Technology,Response Time,Resolution,Special Features,Mounting Hardware,Number Of Items,Remote Control Description,Remote Control Type,Display Technology,Standing screen display size,Display Type,Viewing Angle,Image Aspect Ratio,Image Brightness,Image Contrast Ratio,Supported Image Type,Screen Resolution,Supported Audio Format,Speaker Surround Sound Channel Configuration,Audio Wattage,Voltage,Wattage,Power Source,Batteries Included,Batteries Required,Battery Cell Composition,Refresh Rate,Total Usb Ports,Connector Type,Maximum Operating Distance,Mounting Type,Real Angle Of View,Media Format,Includes Rechargable Battery,Remote Control Included?,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Model,Model Name,Item model number,Audio Output Mode,Compatible Devices,GSM frequencies,Contains Liquid Contents,Speakers Maximum Output Power,Speaker Connectivity,Package Dimensions,Max Resolution,Aspect Ratio,Digital Storage Capacity
73,https://images-eu.ssl-images-amazon.com/images/I/51kWMkGfSOL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,2021,19.7 x 97 x 59.2 cm; 8.9 Kilograms,,16 GB,2.5 GB,Tizen,"USB, HDMI",,DVB-T2,,3840x2160 Pixels,"Voice Assistants | Tap View | Multi View| PC Mode | Universal Guide | Auto Game Mode & Game Motion Plus | Super Ultra Wide Game View & Game Bar | Web Browser | Screen Mirroring | Supported Applications : Prime Video, Hotstar, Netflix, Zee5 and many more","1N LED TV, 1N Power Cord, 1N Remocon, 2N Stand-Top, 1N OC",1,"One Click Amazon Prime Video, Netflix and Samsug TV Plus Button Remote| Bixby and Alexa Voice Assistant",Bluetooth | Voice Assistants,QLED,43 Inches,Quantum HDR + HDR 10+,178 Degrees,16:09,,,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Digital Plus,20 Watts,,20.00,AC,,No,,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount,,"AVI, MPEG",,Yes,Yes,India,8 kg 900 g,Samsung 108 cm (43 inches) The Frame Series 4K Ultra HD Smart QLED TV QA43LS03AAKLXL (Black)  ,4.1 out of 5 stars,"52,490",https://amazon.in/Samsung-inches-Frame-Ultra-QA43LS03AAKLXL/dp/B095P9WB6R/ref=sr_1_148?keywords=tv&qid=1660812307&sr=8-148,QA43LS03AAKLXL,QA43LS03AAKLXL,QA43LS03AAKLXL,Surround,,,,,,,,,
74,https://images-eu.ssl-images-amazon.com/images/I/51CCCa4fCSL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,2022,122.7 x 5.3 x 71.2 cm; 17.9 Kilograms,2 AAA batteries required. (included),,,Android,"Ethernet, Composite Video, Bluetooth 5",XR Cognitive Processor,DVB-T,,3840 x 2160 Pixels,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",LED,55 Inches,4K HDR,178 Degrees,16:09,,,"TIFF, JPEG",,"Mp3_audio, Wma",Dolby Atmos,50 Watts,240 Volts,306 Watts,AC,Yes,Yes,Alkaline,120 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",4.5 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,17 kg 900 g,Sony Bravia 139 cm (55 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-55A80K (Black)  ,4.7 out of 5 stars,"1,84,290",https://amazon.in/Sony-Bravia-inches-Google-XR-55A80K/dp/B09ZLMV9V4/ref=sr_1_149?keywords=tv&qid=1660812307&sr=8-149,XR-55A80K,Bravia,XR-55A80K,Surround,"Android Phone, Home theatre, IPhone",120 Hz,,,,,,,
75,https://images-eu.ssl-images-amazon.com/images/I/41neEcXJ6iL._SY300_SX300_QL70_ML2_.jpg,Hisense,Hisense,2020,123.6 x 22.6 x 80.4 cm; 13 Kilograms,2 AAA batteries required. (included),,,Android,"USB, HDMI",,DVB-T2/C/PAL/SECAM,8 Milliseconds,3840x2160 Pixels,,"1 LED TV, 1 Remote, 2 AAA Battery, 1 User Manual, 1 Warranty Card, 1 Table Top Stand, 1 Wall Mount Bracket",1,"Smart remote with Hotkeys for quick and easy access | Google Assistant, get more done with your voice",,LED,55 Inches,A+,,16:9,,5000:1,,3840 x 2160 pixels,,"Dolby Atmos, JBL Speakers",,230 Volts,102 Watts,AC,Yes,No,Alkaline,60 Hz,,"Bluetooth, Wi-Fi, USB, Ethernet, HDMI",,,,,No,Yes,,India,13 kg,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black)  ,4.3 out of 5 stars,"44,990",https://amazon.in/Hisense-Certified-Android-55A73F-Speaker/dp/B08MM4LK85/ref=sr_1_150?keywords=tv&qid=1660812307&sr=8-150,55A73F,,55A73F,,,,,,,,,,
76,https://images-eu.ssl-images-amazon.com/images/I/41QOZ7RhwjL._SY300_SX300_QL70_ML2_.jpg,BUSH android,BUSH android,2022,95 x 15 x 62 cm; 12 Kilograms,,1 GB,1 GB,SmartCast OS,"USB, Ethernet, HDMI",,PAL,8 Milliseconds,19201080 Pixels,Flat,"REMOTE ,",1,IR,,LED,40 Inches,LED,178 Degrees,16:9,,2000000:1,,,"MP3, Avi, Mp3_audio",2,,220 Volts,75 Watts,AC,,,,60 Hz,2,"USB, Ethernet, HDMI",8 Feet,Wall Mount,178 Degrees,,No,Yes,No,India,12 kg,BUSH android 98 cm (40 Inches) Full HD Ready Certified Smart LED TV 40SFLMax(Black) (2022 Model)  ,1.7 out of 5 stars,"14,998",https://amazon.in/BUSH-android-Inches-Certified-40SFLMax/dp/B0B5HDCFRF/ref=sr_1_151?keywords=tv&qid=1660812307&sr=8-151,40SFLMAX,40SFLMAX,40SFLMAX,Surround,,60 Hz,,,,,1920 Pixels,,
77,https://images-eu.ssl-images-amazon.com/images/I/51z3WdjMKVL._SY300_SX300_QL70_ML2_.jpg,TCL,Mirc Electronics Ltd,2021,96.8 x 25.2 x 65.2 cm; 6.75 Kilograms,2 AAA batteries required.,,2,Android,"USB, HDMI",Mali4703 600MHz~800MHz,DVB-T2/NTSC/PAL/SECAM,9.5 Milliseconds,3840x2160 Pixels,Google Assistant | 4K Android TV + HDR 10 | AI-IN | T-cast | Bluetooth 5.0 | Android P,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,"One Click button access to Netflix, Zee 5 and Prime Video","IR, Bluetooth",LED,43 Inches,A+,,16:9,,5000:1,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,,,24 Watts,AC,No,No,Lithium Ion,60 hertz,1,Wi-Fi,8 Feet,Wall Mount & Table Mount,,"AVI, DVD, MPEG, WAV, WMA",,,Yes,India,6 kg 750 g,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black)  ,4.3 out of 5 stars,"31,990",https://amazon.in/TCL-inches-Certified-Android-43P615/dp/B08FD2VSD9/ref=sr_1_152?keywords=tv&qid=1660812307&sr=8-152,43P615,P615 4K Android,43P615,Surround,,,,,,,,,
78,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,2 AAA batteries required.,8 GB,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,NTSC,,1366 x 768 Pixels,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,LED,32 Inches,A+,178 Degrees,16:09,Ultra Bright Screen,,JPEG,1366 x 768 pixels,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,20 Watts,240 Volts,50 Watts,AC,No,Yes,,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",8 Feet,Wall Mount,178 Degrees,"AVI, MPEG",,Yes,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-155-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_mtf,L32M6-RA/L32M7-RA,Redmi Smart TV 32,L32M6-RA/L32M7-RA,Stereo,,,,,,,,,
79,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,2 AAA batteries required. (included),8 GB,1 GB,Android,"USB, HDMI",Mali-G31MP2,NTSC,8 Milliseconds,1366x768 Pixels,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix","1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,Navigation Keys for Easy Access,IR,LED,32 Inches,A+,178 Degrees,16:09,High brightness,3000:1,"GIF, JPEG",,"Mp3_audio, Wma",Sorround,20 Watts,110 Volts,60 Watts,AC,Yes,Yes,Manganese,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",No,Yes,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-156-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_mtf,KJW32SKHD,KJW32SKHD,KJW32SKHD,,Android,60 Hz,,,,,,,
80,https://images-eu.ssl-images-amazon.com/images/I/4120CzVIgYL._SX300_SY300_QL70_ML2_.jpg,VU,Vu Technologies Pvt. Ltd.,2022,25.7 x 122.8 x 77.1 cm; 15.6 Kilograms,2 AAA batteries required. (included),,3 GB,Android,"USB, HDMI",Advanced GPU,DVB-T2,7 Milliseconds,3840x2160 Pixels,,"1-TV Unit, Remote Control, Power Cord, User Manual, Table Mount Stand, VESA Wall Mount Bracket, 2 AAA Batteries",1,Universal,,QLED,55 Inches,A+,,16:09,,1000000:1,"GIF, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Atmos,100 Watts,230 Volts,180 Watts,AC,Yes,Yes,Alkaline,120 Hz,,Wi-Fi,,,,,No,Yes,Yes,India,15 kg 600 g,Vu 139 cm (55 inches) The Masterpiece Glo Series 4K Ultra HD Smart Android QLED TV 55QMP (Armani Gold) (2022 Model) | Built in 4.1 Speaker  ,4.6 out of 5 stars,"74,990",https://amazon.in/inches-Masterpiece-Android-55QMP-Speaker/dp/B09TBCKPLF/ref=sr_1_158?keywords=tv&qid=1660812307&sr=8-158,55QMP,Vu Masterpiece,55QMP,,"Windows, Android, Macbook",,,,,,,,
81,https://m.media-amazon.com/images/I/41+3k47ZRfL._SX300_SY300_.jpg,TCL,Mirc Electronics Ltd,2021,97 x 25.3 x 62.4 cm; 6.75 Kilograms,2 AAA batteries required. (included),,2 GB,Android,"USB, HDMI",Mali 470  3,DVB-T2,9.5 Milliseconds,3840x2160 Pixels,,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,Smart remote with Dedicated Hotkeys for quick and easy access | Hands free voice control,,LED,43 Inches,HDR,,16:09,,5000:1,"GIF, PNG, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,24 Watts,240 Volts,75 Watts,AC,Yes,Yes,Alkaline,60 Hz,,"Wi-Fi, USB, Ethernet, HDMI",,,,,No,Yes,Yes,India,6 kg 750 g,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P617 (Black)  ,3.8 out of 5 stars,"31,990",https://amazon.in/TCL-inches-Certified-Android-43P617/dp/B09V13V6MH/ref=sr_1_160?keywords=tv&qid=1660812307&sr=8-160,43P617,,43P617,,,,,,,,,,
82,https://images-eu.ssl-images-amazon.com/images/I/51q899IcOWL._SY300_SX300_QL70_ML2_.jpg,TCL,Bhagwati Products Ltd,2022,122.6 x 28 x 78.8 cm; 18.7 Kilograms,2 AAA batteries required. (included),32 GB,3 GB,Android,"USB, HDMI, Headphone",G52(2EE)MP2,DVB-T2,6.5 Milliseconds,3840x2160 Pixels,"Hands-Free Voice Control, 4K Google TV + HDR 10, AI-IN, T-cast | Apps: Netflix, Youtube, Prime Video & 7000+ Apps, Maximum Content: 10,62,000 Hours, Pure Entertainment","1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,Smart remote with Dedicated Hotkeys for quick and easy access,"IR, Bluetooth",Mini LED,55 Inches,HDR 10,178 Degrees,16:09,Ultra Brightness,6000:1,"BMP, PNG, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,50 Watts,240 Volts,240 Watts,AC,Yes,Yes,Alkaline,120 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,18 kg 700 g,TCL 138.7 cm (55 inches) 4K Ultra HD Smart Mini LED Google TV 55C835 (Black)  ,4.0 out of 5 stars,"1,19,990",https://amazon.in/TCL-138-7-inches-Google-55C835/dp/B0B1DQ9NBK/ref=sr_1_161?keywords=tv&qid=1660812307&sr=8-161,,,,,,,,,,,,,
83,https://images-eu.ssl-images-amazon.com/images/I/51Nc27X5e8L._SY300_SX300_QL70_ML2_.jpg,IFFALCON,TCL King Electrical Appliances Huizhou Co Ltd,2021,124 x 8.4 x 72.1 cm; 11.2 Kilograms,2 AAA batteries required. (included),16 GB,2 GB,Android,"USB, HDMI",Mali4703 600MHz~800MHz,NTSC,6.5 Milliseconds,3840 x 2160 Pixels,"Google Assistant | 4K Android TV + HDR 10 | AI-IN | T-cast | Bluetooth 5.0 | Android P | Supported Apps : Netflix, Google Assistant, Android TV, Amazon Video, YouTube","1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,"One Click Netflix, Amazon Prime Video, ZEE5 and TCL Chanel Button | Google Assistant",,LED,55 Inches,A+ Grade,178 Degrees,16:09,,5000:1,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,24 Watts,,24 Watts,AC,Yes,Yes,Lithium Ion,60 Hz,,"Wi-Fi, USB, Ethernet, HDMI",,Wall Mount & Table Mount,,,Yes,Yes,Yes,,11 kg 200 g,iFFALCON 139 cm (55 inches) 4K Ultra HD Certified Android Smart LED TV 55U61 (Black)  ,4.3 out of 5 stars,"34,999",https://amazon.in/iFFALCON-inches-Certified-Android-55U61/dp/B0995VT6CX/ref=sr_1_162?keywords=tv&qid=1660812307&sr=8-162,55U61,55U61,55U61,Surround,,,,,,,,,
84,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,2022,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,2 AAA batteries required. (included),16 GB,2 GB,Android,,Mali-450 GPU,PAL,8 Milliseconds,3840x2160 Pixels,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube","1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",LED,55 Inches,IPS,178 Degrees,16:09,High Brightness,4000:1,"GIF, JPEG",,"Mp3_audio, Wma",DTS Surround | Dolby Audio,30 Watts,200 Volts,150 Watts,AC,Yes,Yes,Lithium Ion,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",15 Feet,Wall Mount & Table Top,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_165_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-165-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_btf,55Y72,55Y72,55Y72,Surround,"Android, Iphone",,,,,,,,
85,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,2022,,,8 GB,1 GB,Android,"Ethernet, HDMI, USB 2.0",,,8 Milliseconds,1366768 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,,IR,LED,32 Inches,LED,178 Degrees,16:9,,,,,"Mp3_audio, Wma",2,20 Watts,240 Volts,48 Watts,AC,,No,,60 Hz,2,"Wi-Fi, HDMI",7 Feet,Wall Mount,,,,Yes,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_166_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-166-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_btf,32 SMART TV,NVA32SFR1,32 SMART TV,Surround,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,
86,https://images-eu.ssl-images-amazon.com/images/I/41Ct5X8apmL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,2022,123 x 27 x 77 cm; 7.3 Kilograms,2 AAA batteries required. (included),8 GB,1.5 GB,Linux,"USB, HDMI, Headphone",,,,3840x2160 Pixels,,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",1,,,LED,55 Inches,LED,178 Degrees,16:9,,5000:01,,3840 x 2160 pixels,,2.0,20 Watts,,,Corded Electric,Yes,No,Alkaline,60 Hz,2,HDMI,,Wall Mount and Table Mount,,,,Yes,,India,7 kg 300 g,Croma 140 cm (55 Inches) 4K Ultra HD Smart LED TV CREL055USA024601 (Black) (2022 Model)  ,3.7 out of 5 stars,"33,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A00622812JTLJYZC7002G&url=%2FCroma-Inches-Ultra-Smart-CREL055USA024601%2Fdp%2FB0B17FHC54%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dtv%26qid%3D1660812310%26sr%3D8-161-spons%26psc%3D1&qualifier=1660812310&id=939304222687299&widgetName=sp_atf_next,CREL055USA024601,,CREL055USA024601,,,,,,,,,,
87,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",2020,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,,,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,,,1366x768 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,,,LED,32 Inches,LED,,,,,JPEG,1366 x 768 pixels,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,,,,AC,,Yes,,60 Hz,,Wi-Fi,,Wall Mount,,,,,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dtv%26qid%3D1660812310%26sr%3D8-162-spons%26psc%3D1&qualifier=1660812310&id=939304222687299&widgetName=sp_atf_next,AB32E10SS,,AB32E10SS,Surround,,,,,,,,,
88,https://images-eu.ssl-images-amazon.com/images/I/5130XP7IdsS._SY300_SX300_QL70_ML2_.jpg,Onida,MIRC ELECTRONICS LTD,2021,95.1 x 59.4 x 21.8 cm; 6.4 Kilograms,2 AAA batteries required. (included),,1 GB,FireOS,"USB, HDMI",MALI-450,PAL,8 Milliseconds,1920x1080 Pixels,,"1 LED TV Unit, 2 Stand Base, 1 User Manual,1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,"Hot keys for Amazon Prime, Netflix, Youtube, Alexa voice assistant",,LED,42 Inches,VA,,16:09,,3000:01,JPEG,1920 x 1080 pixels,"Mp3_audio, Wma","Dolby, DTS Surround",20 Watts,230 Volts,80 Watts,AC,Yes,Yes,Alkaline,60 Hz,,"Wi-Fi, USB, Ethernet, HDMI",,,,,No,Yes,Yes,India,6 kg 400 g,Onida 107 cm (42 inches) Full HD Smart IPS LED Fire TV 42FIF (Black) (2021 Model) | Voice Remote with Alexa  ,4.1 out of 5 stars,"24,999",https://amazon.in/Onida-inches-Smart-42FIF-Remote/dp/B093HBJC51/ref=sr_1_163?keywords=tv&qid=1660812310&sr=8-163,42FIF,42FIF,42FIF,,,,,,,,,,
89,https://images-eu.ssl-images-amazon.com/images/I/41ylee2VbPL._SY300_SX300_QL70_ML2_.jpg,SANSUI,Sansui,2022,107.5 x 14.3 x 66 cm; 6.75 Kilograms,2 AAA batteries required. (included),8 GB,2 GB,Android,Bluetooth,,NTSC,8 Milliseconds,3840x2160 Pixels,"Android 10.0 (Certified by Google), Google Assistant, Alexa Enabled Support, Built-in Chromecast, Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play | Voice Search Smart Remote","1 TV Unit, 1 Remote Controller, 1 User Manual, 1 Warranty Card, 1 Wall Mount, 2 AAA Battery, 2 Base Stand, 4 Screws, 1 Mini AV Cable, 1 Power Cord",1,"IR, Bluetooth,Google Voice Assistant","IR, Bluetooth,Google Voice Assistant",LED,43 Inches,A+,178 Degrees,16:9,,5000:1,"GIF, JPEG",3840 x 2160 pixels,"MP3, WMA","Dolby Audio | DTS Studio Sound, Stereo Surround",20 Watts,110 Volts,100 Watts,AC,Yes,Yes,Zinc Carbon,60 Hz,,"Bluetooth, Wi-Fi, USB, Ethernet",9 Feet,Wall Mount & Table Top,,,No,Yes,Yes,India,6 kg 750 g,Sansui 109 cm (43 inches) 4K Ultra HD Certified Android LED TV JSW43ASUHD (Mystique Black) with Dolby Audio and DTS  ,3.4 out of 5 stars,"26,999",https://amazon.in/Sansui-Certified-Android-JSW43ASUHD-Mystique/dp/B09T2SJ5KG/ref=sr_1_164?keywords=tv&qid=1660812310&sr=8-164,JSW43ASUHD,,JSW43ASUHD,Surround,,,,,,,,,
90,https://m.media-amazon.com/images/I/51+eSBaGDUL._SX300_SY300_.jpg,TCL,Bhagwati Products Ltd.,2020,122.7 x 6.4 x 78.3 cm; 17.8 Kilograms,2 AAA batteries required. (included),,2 GB,Android,"USB, HDMI",Mali4703 600MHz~800MHz,DVB-T2/NTSC/PAL/SECAM,6.5 Milliseconds,3840x2160 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,Comes with navigation keys on the remote for better functions,,QLED,55 Inches,A+,,16:9,,5000:1,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Atmos,20 Watts,,,AC,Yes,Yes,Lithium Ion,60 Hz,,"Wi-Fi, USB, HDMI",,Wall Mount,,,,Yes,Yes,India,17 kg 800 g,TCL 138.8 cm (55 inches) ONKYO Soundbar Series 4K Ultra HD Certified Android Smart QLED TV 55C815 (Metallic Black)  ,4.2 out of 5 stars,"61,490",https://amazon.in/TCL-Certified-Android-55C815-Metallic/dp/B08B6FRGF9/ref=sr_1_165?keywords=tv&qid=1660812310&sr=8-165,55C815,C815,55C815,,,,,,,,,,
91,https://images-eu.ssl-images-amazon.com/images/I/51SOQeAyIgL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,2021,22.8 x 112.4 x 67.9 cm; 12.2 Kilograms,,16 GB,2.5 GB,Tizen,"USB, HDMI",,DVB-T2,,3840x2160 Pixels,"Voice Assistants | Tap View | Multi View| PC Mode | Universal Guide | Auto Game Mode & Game Motion Plus | Super Ultra Wide Game View & Game Bar | Web Browser | Screen Mirroring | Supported Applications : Prime Video, Hotstar, Netflix, Zee5 and many more","1N LED TV, 1N Power Cord, 1N Remocon, 2N Stand-Top, 1N OC",1,"One Click Amazon Prime Video, Netflix and Samsug TV Plus Button Remote| Bixby and Alexa Voice Assistant",Bluetooth | Voice Assistants,QLED,50 Inches,Quantum HDR + HDR 10+,178 Degrees,16:09,,,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Digital Plus,20 Watts,,,AC,No,No,,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount,,"AVI, MPEG",,Yes,Yes,India,12 kg 200 g,Samsung 125 cm (50 inches) The Frame Series 4K Ultra HD Smart QLED TV QA50LS03AAKLXL (Black)  ,4.1 out of 5 stars,"66,990",https://amazon.in/Samsung-inches-Frame-Ultra-QA50LS03AAKLXL/dp/B095P9VVVG/ref=sr_1_166?keywords=tv&qid=1660812310&sr=8-166,QA50LS03AAKLXL,QA50LS03AAKLXL,QA50LS03AAKLXL,Surround,,,,,,,,,
