,image_url,Brand,Manufacturer,Model Year,Product Dimensions,Batteries,Memory Storage Capacity,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Tuner Technology,Response Time,Resolution,Special Features,Mounting Hardware,Number Of Items,Remote Control Description,Remote Control Type,Display Technology,Standing screen display size,Display Type,Viewing Angle,Image Aspect Ratio,Image Brightness,Image Contrast Ratio,Supported Image Type,Screen Resolution,Supported Audio Format,Speaker Surround Sound Channel Configuration,Audio Wattage,Voltage,Wattage,Power Source,Batteries Included,Batteries Required,Battery Cell Composition,Refresh Rate,Total Usb Ports,Connector Type,Maximum Operating Distance,Mounting Type,Real Angle Of View,Media Format,Includes Rechargable Battery,Remote Control Included?,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Model,Model Name,Item model number,Audio Output Mode,Compatible Devices,GSM frequencies,Contains Liquid Contents,Speakers Maximum Output Power,Speaker Connectivity,Package Dimensions,Max Resolution,Aspect Ratio,Digital Storage Capacity
56,https://images-eu.ssl-images-amazon.com/images/I/51Bho9B2wKL._SY300_SX300_QL70_ML2_.jpg,TCL,Tcl King Electrical Appliances Huizhou Co Ltd,2021,96.7 x 18.7 x 62 cm; 6.65 Kilograms,2 AAA batteries required. (included),,2 GB,Android,"USB, HDMI",Mali470x2,DVB-T2,8 Milliseconds,1920x1080 Pixels,,"1 LED TV, 1 Remote Controller, 1 Table Stand, 1 User Manual, 1 Warranty Card, 1 Audio Cable.1 Wall Mount",1,Smart remote with Dedicated Hotkeys for quick and easy access | Hands free voice control,,LED,43 Inches,A+,,16:09,,1200:1,"GIF, PNG, JPEG",1920 x 1080 pixels,"Mp3_audio, Wma",Dolby MS12 |Config D,20 Watts,230 Volts,50 Watts,AC,Yes,Yes,Alkaline,60 Hz,1,"Wi-Fi, USB, Ethernet, HDMI",,Wall Mount,,,Yes,Yes,Yes,China,6 kg 650 g,TCL 109 cm (43 inches) Full HD Smart Certified Android LED TV 43S5200 ( Black)  ,4.1 out of 5 stars,"25,270",https://amazon.in/TCL-43-Certified-Android-43S5200/dp/B09HMWN65J/ref=sr_1_136?keywords=tv&qid=1660812304&sr=8-136,"43"" S5200 Series",43S5200,"43"" S5200 Series",,,,,,,,,,
57,https://m.media-amazon.com/images/I/41B+1sEm+eL._SX300_SY300_.jpg,Power Guard,Power Guard Industries Private Limited,2022,71.3 x 6.5 x 42 cm; 4.73 Kilograms,,8 GB,1 GB,Android,"AV Port, USB, Ethernet, HDMI, Headphone",Mali-450 GPU,DVB-T,6 Milliseconds,1366 x 768 Pixels,"Super Luma| Rich Contrast |X Motion Clarity | Turbo Sound |Clear Audio+ | Supported Application : Netflix, Youtube, Prime Video, Hotstar, Sonyliv, Hungama, Jiocinema, Zee5, Eros Now , Jio Games , Jio Cinema","1 LED TV, 2 Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control,2 AAA Battery",1,"One Click Play Store,Screenshot,Youtube,Hotstar,Netflix",IR,LED,32 Inches,"IPS , A+",178 Degrees,16:09,High Brightness,4000:1,"GIF, JPEG",,"Wma, MP3, AAC, MP2, PCM","Turbo Sound , Clear Audio+",20 Watts,240 Volts,60 Watts,AC,No,Yes,,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",3 Feet,Wall Mount,178 Degrees,"MPEG, DVD",,Yes,No,India,4 kg 730 g,Power Guard 80 cm (32 inches) Frameless HD Ready Smart Android LED TV PG32S1 (Black)  ,5.0 out of 5 stars,"10,999",https://amazon.in/Power-Guard-Frameless-Android-PG32S1/dp/B0B363326K/ref=sr_1_137?keywords=tv&qid=1660812304&sr=8-137,PG32S1,PG32S1,PG32S1,Surround,"Android Phones, Apple IOS , Apple Airplay",,,,,,720 Pixels,,
58,https://images-eu.ssl-images-amazon.com/images/I/41PgMIL5mLL._SY300_SX300_QL70_ML2_.jpg,Candy,CANDY,2021,73.8 x 5.4 x 43.3 cm; 10 Kilograms,,8 GB,1 GB,Android,"HDMI, USB 2.0, Bluetooth 5, 802.11 ac/b/g/n",Mali 470 MP3,PAL- B/G,20 Milliseconds,1366768 Pixels,"Bezel Less Design with Android 9.0 | 1 GB DDR3/ 8 GB RAM | Built In Chromecast | Wide Color Gamut| BT Voice enabled Remote | Supported Application : Netflix, Prime Video, Hotstar, YouTube","1 LED TV, 2 Table Stand Base,Stand Screw, 1 User Manual, 1 Warranty Card, 1 Remote Control, 1AC Cord, 2 AAA Battery",5,"One Click Netflix, Youtube | Google Assistant | With Voice Assitant","IR, Bluetooth",LED,32 Inches,IPS,178 Degrees,16:09,High Brightness,4000:1,"GIF, JPEG",,"Mp3_audio, Wma",Dolby Audio,20 Watts,220 Volts,60 Watts,AC,No,No,,60 Hz,2,"Bluetooth, Wi-Fi, USB, HDMI",9 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",,Yes,Yes,India,10 kg,Candy 80 Cm (32 inches) HD Ready Android Smart LED TV C32KA66 (Black)  ,4.8 out of 5 stars,"13,990",https://amazon.in/Candy-Ready-Android-Smart-C32KA66/dp/B09H1L38ZS/ref=sr_1_138?keywords=tv&qid=1660812304&sr=8-138,C32KA66,"Candy 32 Inch smart TV (C32KA66, Black)",C32KA66,Digital,,60 Hz,,,,,,,
59,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,2 AAA batteries required.,8 GB,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,NTSC,,1366 x 768 Pixels,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,LED,32 Inches,A+,178 Degrees,16:09,Ultra Bright Screen,,JPEG,1366 x 768 pixels,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,20 Watts,240 Volts,50 Watts,AC,No,Yes,,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",8 Feet,Wall Mount,178 Degrees,"AVI, MPEG",,Yes,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_139_sspa%3Fkeywords%3Dtv%26qid%3D1660812304%26sr%3D8-139-spons%26psc%3D1&qualifier=1660812304&id=2580454899340885&widgetName=sp_mtf,L32M6-RA/L32M7-RA,Redmi Smart TV 32,L32M6-RA/L32M7-RA,Stereo,,,,,,,,,
60,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,2022,,,8 GB,1 GB,Android,"Ethernet, HDMI, USB 2.0",,,8 Milliseconds,1366768 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,,IR,LED,32 Inches,LED,178 Degrees,16:9,,,,,"Mp3_audio, Wma",2,20 Watts,240 Volts,48 Watts,AC,,No,,60 Hz,2,"Wi-Fi, HDMI",7 Feet,Wall Mount,,,,Yes,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_140_sspa%3Fkeywords%3Dtv%26qid%3D1660812304%26sr%3D8-140-spons%26psc%3D1&qualifier=1660812304&id=2580454899340885&widgetName=sp_mtf,32 SMART TV,NVA32SFR1,32 SMART TV,Surround,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,
61,https://images-eu.ssl-images-amazon.com/images/I/41xnnWikuWL._SY300_SX300_QL70_ML2_.jpg,KODAK,Kodak,2021,83 x 147 x 13 cm; 25.5 Kilograms,,,1.75 GB,Android,"USB, HDMI",Mali - 450,DVB-T2,8 Milliseconds,3840x2160 Pixels,,"1 LED TV, 1 Wall Mount, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,"One Click Netfix, Amazon Prime, Youtube Video & Google Play Button Remote | Google Assistant",,LED,65 Inches,A+,,16:09,,500000:1,JPEG,3840 x 2160 pixels,"MP3, MPEG1/2/2.5, AAC,HEAAC,ASF, Wma",Dolby Digital Plus | DTS TruSurround,30 Watts,,30 Watts,Corded Electric,Yes,Yes,Zinc Carbon,60 Hz,,Wi-Fi,,Wall mount;table mount,,,No,Yes,Yes,India,25 kg 500 g,Kodak 164 cm (65 inches) 4K Ultra HD Smart LED TV 65CA0101 (Black) (2021 Model) | With Dolby Digital Plus & DTS Tru Surround  ,4.4 out of 5 stars,"54,999",https://amazon.in/Kodak-inches-65CA0101-Digital-Surround/dp/B08XXB449F/ref=sr_1_141?keywords=tv&qid=1660812304&sr=8-141,65CA0101,,65CA0101,Surround,,,,,,,,,
62,https://images-eu.ssl-images-amazon.com/images/I/51CCCa4fCSL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,2022,144.8 x 5.3 x 83.6 cm; 23 Kilograms,2 AAA batteries required. (included),,,Android,"Ethernet, Composite Video, Bluetooth 5",XR Cognitive Processor,DVB-T,,3840 x 2160 Pixels,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",LED,65 Inches,4K HDR,178 Degrees,16:09,,,"TIFF, JPEG",,"Mp3_audio, Wma",Dolby Atmos,50 Watts,240 Volts,230 Watts,AC,Yes,Yes,Alkaline,120 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",5 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,23 kg,Sony Bravia 164 cm (65 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-65A80K (Black)  ,4.7 out of 5 stars,"2,56,490",https://amazon.in/Sony-Bravia-inches-Google-XR-65A80K/dp/B09ZLNLDV5/ref=sr_1_142?keywords=tv&qid=1660812304&sr=8-142,XR-65A80K,Bravia,XR-65A80K,Surround,"Android Phone, Home theatre, IPhone",120 Hz,,,,,,,
63,https://images-eu.ssl-images-amazon.com/images/I/51VFRgaHbQL._SX300_SY300_QL70_ML2_.jpg,LG,LG Electronics India Pvt. Ltd.,2022,8.8 x 146.3 x 85 cm; 21.3 Kilograms,2 AA batteries required. (included),8 GB,1.5 GB,WebOS,"HDMI, USB 2.0, Bluetooth 5",LG Graphics Processor,DVB-T2,,3840x2160 Pixels,"WebOS 22 with User Profiles | Filmmaker Mode, HDR 10 Pro & HLG | Game Optimizer, ALLM, HGIG Mode | Unlimited OTT Apps | AI Brightness Control, 4K Upscaling & AI Sound (Virtual Surround 5.1 up-mix)","1 UHD 4K TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 Batteries",1,"Hot Keys to Prime Video, Netflix, Disney + Hotstar",IR Blaster,LED,65 Inches,4K Upscaler,178 Degrees,16:09,AI Brightness,1100:1,"GIF, JPEG",,"AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, DTS, DTS-HD, DTS Express, WMA, apt-X, WMV,ASF,AVI,MP4,M4V,MOV,MPG,MPEG,MKV,MPEG,DAT,MTS,TS,TP,TRP,DIVX,MKV,RM",2.0 Ch Speaker | Bluetooth Surround Ready,20 Watts,130 Volts,195 Watts,AC,Yes,No,Alkaline,60 Hz,1,"Bluetooth, Wi-Fi, USB, HDMI",8 Feet,Wall Mount,178 Degrees,,No,Yes,Yes,India,21 kg 300 g,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UQ7500PSF (Ceramic Black)  ,4.3 out of 5 stars,"79,990",https://amazon.in/LG-inches-Ultra-65UQ7500PSF-Ceramic/dp/B0B3XZ93V5/ref=sr_1_143?keywords=tv&qid=1660812304&sr=8-143,65UQ7500PSF,UHD TV,65UQ7500PSF,Stereo,,,,,,,,,
64,https://images-eu.ssl-images-amazon.com/images/I/51z3WdjMKVL._SY300_SX300_QL70_ML2_.jpg,TCL,Bhagwati Products Ltd.,2020,123.8 x 4.7 x 71.7 cm; 11 Kilograms,2 AAA batteries required. (included),,2,Android,"USB, HDMI",Mali4703 600MHz~800MHz,DVB-T2/NTSC/PAL/SECAM,6.5 Milliseconds,3840x2160 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,"One Click button access to Netflix, Zee 5 and Prime Video",,LED,55 Inches,A+,,16:9,,5000:1,JPEG,3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,,,24 Watts,AC,Yes,Yes,Lithium Ion,60 hertz,,Wi-Fi,,,,,,,Yes,India,11 kg,TCL 139 cm (55 inches) 4K Ultra HD Certified Android Smart LED TV 55P615 (Black)  ,4.3 out of 5 stars,"43,990",https://amazon.in/TCL-inches-Certified-Android-55P615/dp/B08FD3269H/ref=sr_1_144?keywords=tv&qid=1660812304&sr=8-144,55P615,P615 4K Android,55P615,Surround,,,,,,,,,
65,https://images-eu.ssl-images-amazon.com/images/I/512qfz0MI0L._SX300_SY300_QL70_ML2_.jpg,Kodak,Kodak,2021,65 x 113 x 12 cm; 13.5 Kilograms,,8 GB,1.75 GB,Android,"HDMI, Bluetooth 5, USB 2.0",Mali - 450,DVB-T2,8 Milliseconds,3840x2160 Pixels,"Android 10 | Netflix | Dolby Digital Plus |Google Assistance | DTS TruSurround Sound | HDR 10 | MEMC Technology | Prime Video | Disney+Hotstar and more | Smart Remote | Bezel-Less Design | Other Supported Applications : Youtube, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play","1 LED TV, 1 Wall Mount, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,"One Click Netfix, Amazon Prime, Youtube Video & Google Play Button Remote | Google Assistant","Bluetooth, Voice Control",LED,50 Inches,A+,178 Degrees,16:09,550 nits,500000:1,JPEG,3840 x 2160 pixels,"MP3, MPEG1/2/2.5, AAC,HEAAC,ASF, Wma",Dolby Digital Plus | DTS TruSurround,30 Watts,,30 Watts,Corded Electric,Yes,Yes,Zinc Carbon,60 Hz,2,Wi-Fi,9 Feet,Wall mount;table mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,13 kg 500 g,Kodak 126 cm (50 inches) 4K Ultra HD Smart LED TV 50CA7077 (Black) (2021 Model) | With Dolby Digital Plus & DTS Tru Surround  ,4.4 out of 5 stars,"30,999",https://amazon.in/Kodak-inches-50CA7077-Digital-Surround/dp/B08XXCFY9X/ref=sr_1_145?keywords=tv&qid=1660812304&sr=8-145,50CA7077,,50CA7077,Surround,,,,,,,,,
66,https://images-eu.ssl-images-amazon.com/images/I/51pet68bExL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,2022,26.1 x 145.7 x 86.9 cm; 22.8 Kilograms,,16 GB,2.5 GB,Tizen,"USB, HDMI",Quantum Processor 4K,DVB-T,,3840x2160 Pixels,"Neo Quantum Processor 4K , One Billion Color , PQI , Quantum HDR 24x , Certified(HDR10+ Adaptive & HDR10+ GAMING) , Expert Calibration , AI Upscale ,100% Colour Volume with Quantum Dot, PQI 4500 , Motion Xcelerator Turbo Pro, AI Upscale , Auto Game Mode (ALLM) , Game Motion Plus , Auto Game Mode (ALLM)","1 LED TV, 1 Power Cord, 1 Remote control, 2 Stand-Top (Table Top will be Provided at the time on installation)",1,"Voice Assistant Key | Hotkey for Prime Video, Netflix and Zee5",Bluetooth,QLED,65 Inches,HDR 10+,178 Degrees,16:09,High Brightness,,"GIF, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Digital Plus,40 Watts,215 Volts,40 Watts,AC,No,No,,100 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",22 Feet,Wall Mount,178 Degrees,"AVI, MPEG",,Yes,Yes,India,22 kg 800 g,Samsung 163 cm (65 inches) The Frame Series 4K Smart QLED TV QA65LS03BAKLXL (Black)  ,4.1 out of 5 stars,"1,26,340",https://amazon.in/Samsung-inches-Frame-Smart-QA65LS03BAKLXL/dp/B09Y64NM41/ref=sr_1_146?keywords=tv&qid=1660812304&sr=8-146,QA65LS03BAKLXL,QA65LS03BAKLXL,QA65LS03BAKLXL,Surround,,,,,,,,,
67,https://images-eu.ssl-images-amazon.com/images/I/41JJXIoMyNL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,2022,96.4 x 6.9 x 56.3 cm; 10.1 Kilograms,2 AAA batteries required. (included),,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K HDR Processor,DVB-T,,3840 x 2160 Pixels,"Google TV, Watchlist, Voice Search, Google Play, Chromecast | Supported Apps : Netflix, Amazon Prime Video, Additional Features: Apple Airplay, Apple Homekit, Alexa","1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",LED,43 Inches,4K HDR | Motion Flow XR200,178 Degrees,16:09,High Brightness,,"TIFF, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Atmos,20 Watts,240 Volts,205 Watts,AC,Yes,Yes,Alkaline,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",3 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,10 kg 100 g,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X80K (Black)  ,4.8 out of 5 stars,"68,390",https://amazon.in/Sony-Bravia-inches-Google-KD-43X80K/dp/B09ZLPGSQ1/ref=sr_1_148?keywords=tv&qid=1660812304&sr=8-148,KD-43X80K,Bravia,KD-43X80K,Two channel linear,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,
68,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,2022,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,2 AAA batteries required. (included),16 GB,2 GB,Android,,Mali-450 GPU,PAL,8 Milliseconds,3840x2160 Pixels,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube","1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",LED,55 Inches,IPS,178 Degrees,16:09,High Brightness,4000:1,"GIF, JPEG",,"Mp3_audio, Wma",DTS Surround | Dolby Audio,30 Watts,200 Volts,150 Watts,AC,Yes,Yes,Lithium Ion,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",15 Feet,Wall Mount & Table Top,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dtv%26qid%3D1660812304%26sr%3D8-149-spons%26psc%3D1&qualifier=1660812304&id=2580454899340885&widgetName=sp_btf,55Y72,55Y72,55Y72,Surround,"Android, Iphone",,,,,,,,
69,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,2 AAA batteries required. (included),8 GB,1 GB,Android,"USB, HDMI",Mali-G31MP2,NTSC,8 Milliseconds,1366x768 Pixels,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix","1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,Navigation Keys for Easy Access,IR,LED,32 Inches,A+,178 Degrees,16:09,High brightness,3000:1,"GIF, JPEG",,"Mp3_audio, Wma",Sorround,20 Watts,110 Volts,60 Watts,AC,Yes,Yes,Manganese,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount & Table Mount,178 Degrees,"AVI, MPEG",No,Yes,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dtv%26qid%3D1660812304%26sr%3D8-150-spons%26psc%3D1&qualifier=1660812304&id=2580454899340885&widgetName=sp_btf,KJW32SKHD,KJW32SKHD,KJW32SKHD,,Android,60 Hz,,,,,,,
70,https://images-eu.ssl-images-amazon.com/images/I/41Ct5X8apmL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,2022,123 x 27 x 77 cm; 7.3 Kilograms,2 AAA batteries required. (included),8 GB,1.5 GB,Linux,"USB, HDMI, Headphone",,,,3840x2160 Pixels,,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",1,,,LED,55 Inches,LED,178 Degrees,16:9,,5000:01,,3840 x 2160 pixels,,2.0,20 Watts,,,Corded Electric,Yes,No,Alkaline,60 Hz,2,HDMI,,Wall Mount and Table Mount,,,,Yes,,India,7 kg 300 g,Croma 140 cm (55 Inches) 4K Ultra HD Smart LED TV CREL055USA024601 (Black) (2022 Model)  ,3.7 out of 5 stars,"33,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A00622812JTLJYZC7002G&url=%2FCroma-Inches-Ultra-Smart-CREL055USA024601%2Fdp%2FB0B17FHC54%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-145-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_atf_next,CREL055USA024601,,CREL055USA024601,,,,,,,,,,
71,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",2020,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,,,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,,,1366x768 Pixels,,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,,,LED,32 Inches,LED,,,,,JPEG,1366 x 768 pixels,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,,,,AC,,Yes,,60 Hz,,Wi-Fi,,Wall Mount,,,,,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-146-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_atf_next,AB32E10SS,,AB32E10SS,Surround,,,,,,,,,
72,https://images-eu.ssl-images-amazon.com/images/I/41SdoYVFckL._SY300_SX300_QL70_ML2_.jpg,IFFALCON,Bhagwati Products Ltd,2021,112.2 x 26.5 x 70.5 cm; 9.4 Kilograms,2 AAA batteries required. (included),16 GB,2 GB,Android,"USB, HDMI",G31x2,DVB-T2,8 Milliseconds,3840x2160 Pixels,"Hands-Free Voice Control | 4K Android TV + HDR | Android R-11| AI-IN | T-cast | Apps: Netflix, Youtube, Prime Video & 7000+ Apps","1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,Smart remote with Dedicated Hotkeys for quick and easy access,"IR, Bluetooth",LED,50 Inches,HDR,178 Degrees,16:09,High Brightness,5000:1,"BMP, GIF, PNG, JPEG",3840 x 2160 pixels,"Mp3_audio, Wma",Dolby Audio,24 Watts,240 Volts,110 Watts,AC,Yes,Yes,Alkaline,60 Hz,2,"Wi-Fi, USB, Ethernet, HDMI",9 Feet,Wall Mount,178 Degrees,"AVI, MPEG",No,Yes,Yes,India,9 kg 400 g,iFFALCON 126 cm (50 inches) 4K Ultra HD Smart Certified Android LED TV 50K72 (Black)  ,4.3 out of 5 stars,"36,999",https://amazon.in/iFFALCON-inches-Ultra-Certified-Android/dp/B09X1KPWSB/ref=sr_1_147?keywords=tv&qid=1660812307&sr=8-147,,,,,,,,,,,,,
