product,rating,price,product_url
Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_252_sspa%3Fkeywords%3Dtv%26qid%3D1660812323%26sr%3D8-252-spons%26psc%3D1&qualifier=1660812323&id=743027007546556&widgetName=sp_mtf
Philips 108 cm (43 inches) Pixel Precise HD Series Full HD LED Smart TV 43PFT6815/94 (Black)  ,3.5 out of 5 stars,"26,989",https://amazon.in/Philips-Inches-43PFT6815-94-Precise/dp/B08HQGZ7XF/ref=sr_1_254?keywords=tv&qid=1660812323&sr=8-254
Westinghouse 126 cm (50 inches) 4K Ultra HD Certified Android LED TV WH50UD82 (Black)  ,4.1 out of 5 stars,"27,999",https://amazon.in/Westinghouse-inches-Certified-Android-WH50UD82/dp/B09TPM2F68/ref=sr_1_256?keywords=tv&qid=1660812323&sr=8-256
iMee 80cm (32 inch) Premium Series Smart Android HD LED TV with SRS Surround Sound - BEE 5 Star Rated Energy Efficient (White Colour)  ,5.0 out of 5 stars,"9,999",https://amazon.in/Premium-Smart-Android-Surround-Sound/dp/B09SG94KXK/ref=sr_1_258?keywords=tv&qid=1660812323&sr=8-258
TLTA 80 cm (32 Inches) HD Ready Smart LED TV (Black) (JUL 2022 Model) | with Frameless Design | AI Cloud TV | (1GB/8GB) | (2USB - 2HDMI)  ,5.0 out of 5 stars,"13,800",https://amazon.in/TLTA-Inches-Ready-Frameless-Design/dp/B0B8D5HY4V/ref=sr_1_260?keywords=tv&qid=1660812323&sr=8-260
Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dtv%26qid%3D1660812323%26sr%3D8-261-spons%26psc%3D1&qualifier=1660812323&id=743027007546556&widgetName=sp_btf
AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-257-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_atf_next
Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-258-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_atf_next
LG Smart 32 Inch HD Ready LCD/LED TV 32LU640H-TB (Black)  ,5.0 out of 5 stars,"29,999",https://amazon.in/Smart-32inch-LCD-LED-32LU640H-TB/dp/B08Y59JPKN/ref=sr_1_261?keywords=tv&qid=1660812326&sr=8-261
LG 164 cm (65 inches) 4K Ultra HD Smart OLED TV 65C1PTZ (Dark Steel Silver) (OLED65C1PTZ)  ,5.0 out of 5 stars,"2,09,990",https://amazon.in/LG-165-1-Inches-Ultra-OLED65C1PTZ/dp/B09FLYL21L/ref=sr_1_264?keywords=tv&qid=1660812326&sr=8-264
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black)  ,4.8 out of 5 stars,"86,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A03768442EQ5K80ORFOW4&url=%2FSony-Bravia-inches-Google-KD-65X74K%2Fdp%2FB09WN3SRC7%2Fref%3Dsr_1_267_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-267-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_mtf
NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_268_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-268-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_mtf
Philips 108 Cm (43 inches) Full HD LED Android Smart LED TV 43PFT6915/94 (Black)  ,4.3 out of 5 stars,"27,989",https://amazon.in/Philips-Inches-Android-43PFT6915-94/dp/B09CQ5MG13/ref=sr_1_270?keywords=tv&qid=1660812326&sr=8-270
iMee 80cm (32 inch) Elite Series Smart Frameless HD LED TV (Black Colour)  ,1.0 out of 5 stars,"10,499",https://amazon.in/Elite-Smart-Frameless-Black-Colour/dp/B09SG84NB5/ref=sr_1_271?keywords=tv&qid=1660812326&sr=8-271
iFFALCON 164 cm (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65H72 (Black)  ,4.2 out of 5 stars,"71,999",https://amazon.in/iFFALCON-inches-Certified-Android-65H72/dp/B098TL86G3/ref=sr_1_272?keywords=tv&qid=1660812326&sr=8-272
"32"" Smart Android Full HD LED TV  ",5.0 out of 5 stars,"15,000",https://amazon.in/32-Smart-Android-Full-LED/dp/B0B8X5BGHY/ref=sr_1_276?keywords=tv&qid=1660812326&sr=8-276
Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_277_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-277-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_btf
Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_278_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-278-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_btf
AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-273-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_atf_next
Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-274-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_atf_next
Samsung 138 cm (55 inches) 4K Ultra HD Smart NEO QLED TV QA55QN90BAKLXL (Titan Black)  ,4.1 out of 5 stars,"1,74,990",https://amazon.in/Samsung-inches-Ultra-Smart-QA55QN90BAKLXL/dp/B09Y65KCMN/ref=sr_1_275?keywords=tv&qid=1660812328&sr=8-275
TCL 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43P725 (Black)  ,3.8 out of 5 stars,"34,990",https://amazon.in/TCL-Certified-Android-43P725-2021Model/dp/B09HMWKGV2/ref=sr_1_276?keywords=tv&qid=1660812328&sr=8-276
Samsung 163 cm (65 inches) 4K Ultra HD Smart Neo QLED TV QA65QN90BAKLXL (Titan Black)  ,4.1 out of 5 stars,"2,44,989",https://amazon.in/Samsung-inches-Ultra-Smart-QA65QN90BAKLXL/dp/B09Y654TBK/ref=sr_1_277?keywords=tv&qid=1660812328&sr=8-277
