id,brand,series,weight,ram,price,graphics,disk,battery,display,processor,max_memory,url,image_url,rating
23,Redmi,XMA2101-BN,1.8,8.0,42990,,512.0,,17.79527559055118,3.1,8.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02744701J5I05YD09YCL&url=%2FRedmi-15-6-inch-Laptop-Windows-Charcoal%2Fdp%2FB09L53YH86%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489481%26sr%3D8-18-spons%26psc%3D1&qualifier=1656489481&id=6518756257622608&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/41XFk1XYcgL._SX300_SY300_QL70_ML2_.jpg,3.9 out of 5 stars
24,Dell,,1.5899999999999999,4.0,37490,,1024.0,4.0,,4.1,16.0,https://amazon.in/Dell-Vostro-3400-Integrated-D552164WIN9DE/dp/B097SZXLCB/ref=sr_1_19?keywords=laptop&qid=1656489481&sr=8-19,https://m.media-amazon.com/images/I/41NPo+SASeL._SY300_SX300_.jpg,4.2 out of 5 stars
25,Lenovo,,1.7,8.0,45990,2.0,,8.0,15.6,1.6,12.0,https://amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WB01BPIN/dp/B09JC1WJ5L/ref=sr_1_20?keywords=laptop&qid=1656489481&sr=8-20,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
26,Acer,,1.7,4.0,31790,8.0,2048.0,8.0,15.6,4.1,12.0,https://amazon.in/Acer-Aspire-Generation-15-6-inch-Laptop/dp/B09NBNS59C/ref=sr_1_21?keywords=laptop&qid=1656489481&sr=8-21,https://images-eu.ssl-images-amazon.com/images/I/41eU2yRiQ5L._SY300_SX300_QL70_ML2_.jpg,4.2 out of 5 stars
27,Dell,,1.71,8.0,23766,,256.0,,14.1,,,https://amazon.in/Renewed-Dell-Latitude-Laptop-E5470/dp/B094CBQ32N/ref=sr_1_22?keywords=laptop&qid=1656489481&sr=8-22,https://images-eu.ssl-images-amazon.com/images/I/419x1ps8aFL._SY300_SX300_QL70_ML2_.jpg,3.9 out of 5 stars
28,HP,,1.05,4.0,19399,,64.0,4.0,11.6,2.0,4.0,https://amazon.in/HP-Chromebook-MediaTek-Touchscreen-11a-na0004MU/dp/B09GKQRLF2/ref=sr_1_23?keywords=laptop&qid=1656489481&sr=8-23,https://images-eu.ssl-images-amazon.com/images/I/41cZHPDWKSL._SX300_SY300_QL70_ML2_.jpg,3.7 out of 5 stars
29,HP,,2.27,8.0,20999,,,,14.0,,,https://amazon.in/HP-EliteBook-Notebook-A10-8700B-Professional/dp/B07JNH1XQJ/ref=sr_1_24?keywords=laptop&qid=1656489481&sr=8-24,https://images-eu.ssl-images-amazon.com/images/I/41IFRDBqjGL._SX300_SY300_QL70_ML2_.jpg,4.5 out of 5 stars
30,HP,,2.1,8.0,38990,,512.0,5.0,15.6,3.0,8.0,https://amazon.in/HP-i3-1115G4-Windows-Graphics-42V68PA/dp/B096G1V3RC/ref=sr_1_25?keywords=laptop&qid=1656489481&sr=8-25,https://images-eu.ssl-images-amazon.com/images/I/411Zf9v-U3S._SY300_SX300_QL70_ML2_.jpg,4.0 out of 5 stars
31,Acer,EX215-54,1.7,4.0,30990,,,,15.6,4.1,8.0,https://amazon.in/Acer-Extensa-11th-Intel-Laptop/dp/B09STHP9PX/ref=sr_1_26?keywords=laptop&qid=1656489481&sr=8-26,https://images-eu.ssl-images-amazon.com/images/I/41uXxOM7XmL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
32,Lenovo,82FG01H9IN,1.6600000000000001,16.0,58990,,512.0,,15.6,4.2,,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02457181IASI12QTED2Y&url=%2FLenovo-IdeaPad-Fingerprint-Graphite-82FGO1H9IN%2Fdp%2FB09M423NVT%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489481%26sr%3D8-27-spons%26psc%3D1&qualifier=1656489481&id=6518756257622608&widgetName=sp_mtf,https://m.media-amazon.com/images/I/51c7JY+rpOL._SY300_SX300_.jpg,4.3 out of 5 stars
33,Lenovo,,1.65,8.0,52990,,,6.0,15.6,2.4,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07025472Y6F8DRM313EI&url=%2FLenovo-IdeaPad-Windows-Warranty-82H802FHIN%2Fdp%2FB09Q5JGSX1%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489481%26sr%3D8-28-spons%26psc%3D1&qualifier=1656489481&id=6518756257622608&widgetName=sp_mtf,https://images-eu.ssl-images-amazon.com/images/I/51tbcILVglL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
34,Lenovo,,1.3,8.0,34190,,512.0,,12.5,,,https://amazon.in/Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B08SM4ZX98/ref=sr_1_29?keywords=laptop&qid=1656489481&sr=8-29,https://images-eu.ssl-images-amazon.com/images/I/41K7ocyhHpL._SY300_SX300_QL70_ML2_.jpg,
35,Lenovo,,1.75,8.0,31999,,512.0,1.5,14.0,1.6,8.0,https://amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3J12467/ref=sr_1_30?keywords=laptop&qid=1656489481&sr=8-30,https://images-eu.ssl-images-amazon.com/images/I/51rJ27NQqAL._SX300_SY300_QL70_ML2_.jpg,
36,Acer,,1.9,4.0,27281,,1024.0,7.0,15.6,3.1,8.0,https://amazon.in/Acer-Processor-Business-Integrated-EX215-31/dp/B095BYNN8Z/ref=sr_1_31?keywords=laptop&qid=1656489481&sr=8-31,https://images-eu.ssl-images-amazon.com/images/I/41lwxk9Py-S._SY300_SX300_QL70_ML2_.jpg,3.3 out of 5 stars
37,HP,,1.69,8.0,36450,,,,,3.7,16.0,https://amazon.in/15S-11Th-Gen-Intel-Core-Micro-Edge/dp/B09S9YDLLJ/ref=sr_1_32?keywords=laptop&qid=1656489481&sr=8-32,https://images-eu.ssl-images-amazon.com/images/I/51cFZR0VpkL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
38,Lenovo,,1.75,8.0,29999,,256.0,1.5,14.0,1.6,8.0,https://amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3HZSWRG/ref=sr_1_33?keywords=laptop&qid=1656489481&sr=8-33,https://images-eu.ssl-images-amazon.com/images/I/51rJ27NQqAL._SX300_SY300_QL70_ML2_.jpg,
39,Lenovo,,1.75,16.0,33999,,256.0,1.5,14.0,1.6,16.0,https://amazon.in/Renewed-Lenovo-Thinkpad-Bluetooth-Graphics/dp/B0B3HY8927/ref=sr_1_34?keywords=laptop&qid=1656489481&sr=8-34,https://images-eu.ssl-images-amazon.com/images/I/51rJ27NQqAL._SX300_SY300_QL70_ML2_.jpg,
40,HP,,1.8,8.0,35090,,256.0,,14.0,,,https://amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N52C4N/ref=sr_1_35?keywords=laptop&qid=1656489481&sr=8-35,https://images-eu.ssl-images-amazon.com/images/I/41OIrV4-9EL._SY300_SX300_QL70_ML2_.jpg,
41,Acer,,2.6,16.0,194999,8.0,1024.0,,15.6,4.7,32.0,https://amazon.in/Acer-Predator-i7-12700H-Graphics-PH315-55/dp/B0B29B4FV6/ref=sr_1_36?keywords=laptop&qid=1656489481&sr=8-36,https://images-eu.ssl-images-amazon.com/images/I/41TAZ1VMx5L._SX300_SY300_QL70_ML2_.jpg,
42,HP,14s-fq1092au,1.46,8.0,47154,8.0,512.0,,14.0,4.0,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08324291BQ7ENQ9VMB94&url=%2FHP-Micro-Edge-Graphics-Keyboard-14s-fq1092au%2Fdp%2FB09R1L73TM%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489481%26sr%3D8-37-spons%26psc%3D1&qualifier=1656489481&id=6518756257622608&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/41qola4WFTL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
43,HP,Eq2143AU,1.69,8.0,37849,,512.0,,15.6,3.8,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A06028451XZW3A719E10X&url=%2FMicro-Edge-Anti-Glare-Graphics-Speakers-15S-Eq2143Au%2Fdp%2FB09R1MMMTH%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489481%26sr%3D8-38-spons%26psc%3D1&qualifier=1656489481&id=6518756257622608&widgetName=sp_btf,https://m.media-amazon.com/images/I/516+4J0tZlL._SY300_SX300_.jpg,3.7 out of 5 stars
44,HP,14s-dy2506TU,1.46,8.0,38990,,,,14.015748031496063,3.7,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0447151V9B07ZBYFE2A&url=%2FHP-Micro-Edge-Anti-Glare-Display-Graphics%2Fdp%2FB09MH9M5CV%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-33-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/51mDPrTCtgL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars
45,HP,Eq2143AU,1.69,8.0,37849,,512.0,,15.6,3.8,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06028451XZW3A719E10X&url=%2FMicro-Edge-Anti-Glare-Graphics-Speakers-15S-Eq2143Au%2Fdp%2FB09R1MMMTH%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-34-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/516+4J0tZlL._SY300_SX300_.jpg,3.7 out of 5 stars
46,ASUS,,2.3,,96990,4.0,512.0,,17.79527559055118,4.6,32.0,https://amazon.in/ASUS-15-6-inch-i7-11800H-GeForce-RTX-3050-FX566HC-HN093T/dp/B0987SKPZ3/ref=sr_1_35?keywords=laptop&qid=1656489484&sr=8-35,https://images-eu.ssl-images-amazon.com/images/I/517tAyLfhOL._SX300_SY300_QL70_ML2_.jpg,4.8 out of 5 stars
47,Acer,,1.7,4.0,31790,8.0,2048.0,8.0,15.6,4.1,12.0,https://amazon.in/Acer-Aspire-Generation-15-6-inch-Laptop/dp/B09NBNS59C/ref=sr_1_36?keywords=laptop&qid=1656489484&sr=8-36,https://images-eu.ssl-images-amazon.com/images/I/41eU2yRiQ5L._SY300_SX300_QL70_ML2_.jpg,4.2 out of 5 stars
48,HP,HP Laptop 15s-gr0012AU,1.8199999999999998,8.0,38999,,1024.0,,15.6,2.6,16.0,https://amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/dp/B08T6THSMQ/ref=sr_1_37?keywords=laptop&qid=1656489484&smid=A2JRT5V3UPLILP&sr=8-37,https://images-eu.ssl-images-amazon.com/images/I/41Z5NEsKo9L._SY300_SX300_QL70_ML2_.jpg,4.3 out of 5 stars
49,MSI,,1.8599999999999999,8.0,56990,4.0,1024.0,,15.748031496062993,4.5,64.0,https://amazon.in/MSI-i5-10500H-Windows-GTX1650-10SC-611IN/dp/B09YTVB91N/ref=sr_1_38?keywords=laptop&qid=1656489484&sr=8-38,https://images-eu.ssl-images-amazon.com/images/I/412gm9s4RFL._SX300_SY300_QL70_ML2_.jpg,3.1 out of 5 stars
50,Lenovo,,1.4,16.0,59990,,,6.0,14.0,2.4,40.0,https://amazon.in/Lenovo-ThinkBook-35-56cm-Graphics-20VDA0TLIH/dp/B09V4JXLJ7/ref=sr_1_39?keywords=laptop&qid=1656489484&sr=8-39,https://images-eu.ssl-images-amazon.com/images/I/51CgbCTiwlL._SY300_SX300_QL70_ML2_.jpg,3.9 out of 5 stars
51,Honor,,1.38,8.0,42990,,512.0,13.2,14.0,1.6,8.0,https://amazon.in/Honor-MagicBook-i5-10210U-Anti-Glare-NobleBR-WAH9E/dp/B09VPV1HCG/ref=sr_1_40?keywords=laptop&qid=1656489484&sr=8-40,https://images-eu.ssl-images-amazon.com/images/I/31tWQlYOcaL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
52,Redmi,XMA2101-BN,1.8,8.0,42990,,512.0,,17.79527559055118,3.1,8.0,https://amazon.in/Redmi-15-6-inch-Laptop-Windows-Charcoal/dp/B09L53YH86/ref=sr_1_41?keywords=laptop&qid=1656489484&sr=8-41,https://images-eu.ssl-images-amazon.com/images/I/41XFk1XYcgL._SX300_SY300_QL70_ML2_.jpg,3.9 out of 5 stars
53,HP,,2.48,8.0,61490,4.0,512.0,4.0,16.1,4.2,32.0,https://amazon.in/HP-RX5500M-Graphics-Flicker-16-e0162AX/dp/B098QBT5KT/ref=sr_1_42?keywords=laptop&qid=1656489484&sr=8-42,https://images-eu.ssl-images-amazon.com/images/I/31PHkNlAXRS._SY300_SX300_QL70_ML2_.jpg,4.3 out of 5 stars
54,Lenovo,82FG01H9IN,1.6600000000000001,16.0,58990,,512.0,,15.6,4.2,,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02457181IASI12QTED2Y&url=%2FLenovo-IdeaPad-Fingerprint-Graphite-82FGO1H9IN%2Fdp%2FB09M423NVT%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-43-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_mtf,https://m.media-amazon.com/images/I/51c7JY+rpOL._SY300_SX300_.jpg,4.3 out of 5 stars
55,Redmi,XMA2101-BN,1.8,8.0,42990,,512.0,,17.79527559055118,3.1,8.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02744701J5I05YD09YCL&url=%2FRedmi-15-6-inch-Laptop-Windows-Charcoal%2Fdp%2FB09L53YH86%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-44-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_mtf,https://images-eu.ssl-images-amazon.com/images/I/41XFk1XYcgL._SX300_SY300_QL70_ML2_.jpg,3.9 out of 5 stars
56,HP,,1.75,8.0,45000,,512.0,4.0,15.6,3.7,16.0,https://amazon.in/HP-Anti-Glare-Graphics-Alexa-Built-15s-dy3501TU/dp/B09P1PYGX5/ref=sr_1_45?keywords=laptop&qid=1656489484&sr=8-45,https://images-eu.ssl-images-amazon.com/images/I/41lGAedXWpL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
57,Dell,,1.8,8.0,36490,,1024.0,,15.6,1.7,16.0,https://amazon.in/Dell-Inspiron-I3-1115G4-Office21-D560651Win9S/dp/B09PVD3CJY/ref=sr_1_46?keywords=laptop&qid=1656489484&sr=8-46,https://m.media-amazon.com/images/I/41O5X+hIaPL._SY300_SX300_.jpg,3.3 out of 5 stars
58,HP,,2.8,8.0,29696,,1024.0,,15.6,2.6,8.0,https://amazon.in/HP-3-3250U-Graphics-64Q84PA-ACJ/dp/B09RMQXSZT/ref=sr_1_47?keywords=laptop&qid=1656489484&sr=8-47,https://images-eu.ssl-images-amazon.com/images/I/41zST01y9kL._SY300_SX300_QL70_ML2_.jpg,3.8 out of 5 stars
59,Dell,,1.6099999999999999,8.0,33390,,,,,1.1,32.0,https://amazon.in/Dell-Inspiron-Pqc-N5030-Office21-D560756Win9Be/dp/B09TNX9B9F/ref=sr_1_48?keywords=laptop&qid=1656489484&sr=8-48,https://images-eu.ssl-images-amazon.com/images/I/41e6THlQznL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars
60,Lenovo,,2.2,8.0,53490,4.0,,7.0,15.6,2.5,16.0,https://amazon.in/Lenovo-IdeaPad-15-6-inch-Windows-81Y4017UIN/dp/B094XF92HG/ref=sr_1_49?keywords=laptop&qid=1656489484&sr=8-49,https://images-eu.ssl-images-amazon.com/images/I/51hpsGSvHRL._SX300_SY300_QL70_ML2_.jpg,4.0 out of 5 stars
61,HP,,1.41,8.0,57890,4.0,512.0,4.0,14.015748031496063,4.5,16.0,https://amazon.in/HP-Pavilion-Micro-Edge-Graphics-14-dv1000TU/dp/B09KGQY5BS/ref=sr_1_50?keywords=laptop&qid=1656489484&sr=8-50,https://images-eu.ssl-images-amazon.com/images/I/41Xge2S2PWL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
62,MSI,9S7-16R612-853,1.8599999999999999,8.0,62990,4.0,,,15.748031496062993,4.5,64.0,https://amazon.in/MSI-i5-11400H-Windows-GTX1650-11SC-853IN/dp/B09YYJ19YQ/ref=sr_1_51?keywords=laptop&qid=1656489484&sr=8-51,https://images-eu.ssl-images-amazon.com/images/I/41dMpj85gfL._SX300_SY300_QL70_ML2_.jpg,
63,Acer,A514-54,1.45,8.0,51899,,2048.0,,14.0,4.2,20.0,https://amazon.in/Acer-14-inch-Laptop-Graphics-A514-54/dp/B09RF4YLCJ/ref=sr_1_52?keywords=laptop&qid=1656489484&sr=8-52,https://images-eu.ssl-images-amazon.com/images/I/41wagRMOCeL._SX300_SY300_QL70_ML2_.jpg,3.7 out of 5 stars
64,HP,14s-fq1092au,1.46,8.0,47154,8.0,512.0,,14.0,4.0,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08324291BQ7ENQ9VMB94&url=%2FHP-Micro-Edge-Graphics-Keyboard-14s-fq1092au%2Fdp%2FB09R1L73TM%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-53-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/41qola4WFTL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
65,Lenovo,,1.65,8.0,52990,,,6.0,15.6,2.4,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A07025472Y6F8DRM313EI&url=%2FLenovo-IdeaPad-Windows-Warranty-82H802FHIN%2Fdp%2FB09Q5JGSX1%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489484%26sr%3D8-54-spons%26psc%3D1&qualifier=1656489484&id=4308160622482575&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/51tbcILVglL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
66,HP,14s-dy2506TU,1.46,8.0,38990,,,,14.015748031496063,3.7,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0447151V9B07ZBYFE2A&url=%2FHP-Micro-Edge-Anti-Glare-Display-Graphics%2Fdp%2FB09MH9M5CV%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-49-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/51mDPrTCtgL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars
67,Lenovo,,1.7,8.0,32990,,1024.0,7.0,15.6,4.1,12.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A016494738N1UBNN0M6MM&url=%2FLenovo-IdeaPad-Warranty-Platinum-81WB018YIN%2Fdp%2FB09Q92YBWG%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-50-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_ML2_.jpg,3.8 out of 5 stars
68,HP,,1.46,8.0,41990,,,,14.0,3.7,16.0,https://amazon.in/Micro-Edge-Keyboard-Graphics-Speakers-14S-Dq2606Tu/dp/B09V83L8H9/ref=sr_1_51?keywords=laptop&qid=1656489487&sr=8-51,https://images-eu.ssl-images-amazon.com/images/I/410cDRJZVvL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars
69,Lenovo,,1.4,16.0,59990,,,6.0,14.0,2.4,40.0,https://amazon.in/Lenovo-ThinkBook-35-56cm-Graphics-20VDA0TLIH/dp/B09V4JXLJ7/ref=sr_1_52?keywords=laptop&qid=1656489487&sr=8-52,https://images-eu.ssl-images-amazon.com/images/I/51CgbCTiwlL._SY300_SX300_QL70_ML2_.jpg,3.9 out of 5 stars
70,Honor,,1.38,8.0,42990,,512.0,13.2,14.0,1.6,8.0,https://amazon.in/Honor-MagicBook-i5-10210U-Anti-Glare-NobleBR-WAH9E/dp/B09VPV1HCG/ref=sr_1_54?keywords=laptop&qid=1656489487&sr=8-54,https://images-eu.ssl-images-amazon.com/images/I/31tWQlYOcaL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
71,Redmi,XMA2101-BN,1.8,8.0,42990,,512.0,,17.79527559055118,3.1,8.0,https://amazon.in/Redmi-15-6-inch-Laptop-Windows-Charcoal/dp/B09L53YH86/ref=sr_1_55?keywords=laptop&qid=1656489487&sr=8-55,https://images-eu.ssl-images-amazon.com/images/I/41XFk1XYcgL._SX300_SY300_QL70_ML2_.jpg,3.9 out of 5 stars
72,HP,,2.48,8.0,61490,4.0,512.0,4.0,16.1,4.2,32.0,https://amazon.in/HP-RX5500M-Graphics-Flicker-16-e0162AX/dp/B098QBT5KT/ref=sr_1_56?keywords=laptop&qid=1656489487&sr=8-56,https://images-eu.ssl-images-amazon.com/images/I/31PHkNlAXRS._SY300_SX300_QL70_ML2_.jpg,4.3 out of 5 stars
73,HP,,1.69,8.0,36450,,,,,3.7,16.0,https://amazon.in/15S-11Th-Gen-Intel-Core-Micro-Edge/dp/B09S9YDLLJ/ref=sr_1_57?keywords=laptop&qid=1656489487&sr=8-57,https://images-eu.ssl-images-amazon.com/images/I/51cFZR0VpkL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
74,HP,,2.0,,15999,,64.0,,11.6,1.1,4.0,https://amazon.in/Renewed-HP-Stream-11-Pro/dp/B09XJC5MZ3/ref=sr_1_58?keywords=laptop&qid=1656489487&sr=8-58,https://images-eu.ssl-images-amazon.com/images/I/419VYmhd-VL._SY300_SX300_QL70_ML2_.jpg,
75,HP,Eq2143AU,1.69,8.0,37849,,512.0,,15.6,3.8,16.0,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06028451XZW3A719E10X&url=%2FMicro-Edge-Anti-Glare-Graphics-Speakers-15S-Eq2143Au%2Fdp%2FB09R1MMMTH%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-59-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_mtf,https://m.media-amazon.com/images/I/516+4J0tZlL._SY300_SX300_.jpg,3.7 out of 5 stars
76,Lenovo,82FG01H9IN,1.6600000000000001,16.0,58990,,512.0,,15.6,4.2,,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02457181IASI12QTED2Y&url=%2FLenovo-IdeaPad-Fingerprint-Graphite-82FGO1H9IN%2Fdp%2FB09M423NVT%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dlaptop%26qid%3D1656489487%26sr%3D8-60-spons%26psc%3D1&qualifier=1656489487&id=2050998651622695&widgetName=sp_mtf,https://m.media-amazon.com/images/I/51c7JY+rpOL._SY300_SX300_.jpg,4.3 out of 5 stars
77,HP,,1.75,8.0,45000,,512.0,4.0,15.6,3.7,16.0,https://amazon.in/HP-Anti-Glare-Graphics-Alexa-Built-15s-dy3501TU/dp/B09P1PYGX5/ref=sr_1_61?keywords=laptop&qid=1656489487&sr=8-61,https://images-eu.ssl-images-amazon.com/images/I/41lGAedXWpL._SX300_SY300_QL70_ML2_.jpg,4.3 out of 5 stars
78,Lenovo,,1.67,8.0,54500,8.0,1024.0,,14.0,2.6,,https://amazon.in/Lenovo-E495-Anti-Glare-Processor-Bluetooth/dp/B0821DCCDJ/ref=sr_1_62?keywords=laptop&qid=1656489487&sr=8-62,https://m.media-amazon.com/images/I/41JB3rU+f7L._SY300_SX300_.jpg,5.0 out of 5 stars
79,Dell,,1.8,8.0,36490,,1024.0,,15.6,1.7,16.0,https://amazon.in/Dell-Inspiron-I3-1115G4-Office21-D560651Win9S/dp/B09PVD3CJY/ref=sr_1_63?keywords=laptop&qid=1656489487&sr=8-63,https://m.media-amazon.com/images/I/41O5X+hIaPL._SY300_SX300_.jpg,3.3 out of 5 stars
80,HP,,2.8,8.0,29696,,1024.0,,15.6,2.6,8.0,https://amazon.in/HP-3-3250U-Graphics-64Q84PA-ACJ/dp/B09RMQXSZT/ref=sr_1_64?keywords=laptop&qid=1656489487&sr=8-64,https://images-eu.ssl-images-amazon.com/images/I/41zST01y9kL._SY300_SX300_QL70_ML2_.jpg,3.8 out of 5 stars
81,Dell,,1.6099999999999999,8.0,33390,,,,,1.1,32.0,https://amazon.in/Dell-Inspiron-Pqc-N5030-Office21-D560756Win9Be/dp/B09TNX9B9F/ref=sr_1_65?keywords=laptop&qid=1656489487&sr=8-65,https://images-eu.ssl-images-amazon.com/images/I/41e6THlQznL._SX300_SY300_QL70_ML2_.jpg,4.2 out of 5 stars
82,Lenovo,,2.2,8.0,53490,4.0,,7.0,15.6,2.5,16.0,https://amazon.in/Lenovo-IdeaPad-15-6-inch-Windows-81Y4017UIN/dp/B094XF92HG/ref=sr_1_66?keywords=laptop&qid=1656489487&sr=8-66,https://images-eu.ssl-images-amazon.com/images/I/51hpsGSvHRL._SX300_SY300_QL70_ML2_.jpg,4.0 out of 5 stars
83,HP,,1.41,8.0,57890,4.0,512.0,4.0,14.015748031496063,4.5,16.0,https://amazon.in/HP-Pavilion-Micro-Edge-Graphics-14-dv1000TU/dp/B09KGQY5BS/ref=sr_1_67?keywords=laptop&qid=1656489487&sr=8-67,https://images-eu.ssl-images-amazon.com/images/I/41Xge2S2PWL._SX300_SY300_QL70_ML2_.jpg,4.1 out of 5 stars
84,MSI,9S7-16R612-853,1.8599999999999999,8.0,62990,4.0,,,15.748031496062993,4.5,64.0,https://amazon.in/MSI-i5-11400H-Windows-GTX1650-11SC-853IN/dp/B09YYJ19YQ/ref=sr_1_68?keywords=laptop&qid=1656489487&sr=8-68,https://images-eu.ssl-images-amazon.com/images/I/41dMpj85gfL._SX300_SY300_QL70_ML2_.jpg,
